tad_id	tad_chr	tad_start	tad_end	meanAge	percentOld
chr11_16750000_16850000	chr11	16750000	16850000	3	1
chr11_17050000_17150000	chr11	17050000	17150000	3	1
chr11_17450000_17550000	chr11	17450000	17550000	3	1
chr11_18750000_18850000	chr11	18750000	18850000	3	1
chr11_18950000_19450000	chr11	18950000	19450000	2.2	0.6
chr11_20150000_20350000	chr11	20150000	20350000	3	1
chr11_20350000_20450000	chr11	20350000	20450000	3	1
chr11_20550000_20650000	chr11	20550000	20650000	3	1
chr11_22150000_22250000	chr11	22150000	22250000	3	1
chr11_22750000_22850000	chr11	22750000	22850000	2	0.5
chr11_26550000_26650000	chr11	26550000	26650000	1	0
chr11_27250000_27450000	chr11	27250000	27450000	3	1
chr11_27450000_27550000	chr11	27450000	27550000	3	1
chr11_29450000_30150000	chr11	29450000	30150000	3	1
chr11_33750000_33850000	chr11	33750000	33850000	2	0.5
chr11_34450000_34550000	chr11	34450000	34550000	3	1
chr11_34550000_34850000	chr11	34550000	34850000	3	1
chr11_34850000_34950000	chr11	34850000	34950000	3	1
chr11_34950000_35350000	chr11	34950000	35350000	3	1
chr11_35550000_36450000	chr11	35550000	36450000	3	1
chr11_36450000_36550000	chr11	36450000	36550000	3	1
chr11_36550000_36650000	chr11	36550000	36650000	3	1
chr11_43850000_43950000	chr11	43850000	43950000	3	1
chr11_44050000_44450000	chr11	44050000	44450000	2	0.5
chr11_44550000_44850000	chr11	44550000	44850000	3	1
chr11_44850000_44950000	chr11	44850000	44950000	3	1
chr11_45150000_45250000	chr11	45150000	45250000	3	1
chr11_45250000_45350000	chr11	45250000	45350000	3	1
chr11_45350000_45750000	chr11	45350000	45750000	3	1
chr11_45750000_45850000	chr11	45750000	45850000	3	1
chr11_46350000_46450000	chr11	46350000	46450000	3	1
chr11_46650000_46750000	chr11	46650000	46750000	3	1
chr11_46750000_47150000	chr11	46750000	47150000	3	1
chr11_47150000_47250000	chr11	47150000	47250000	3	1
chr11_47750000_47850000	chr11	47750000	47850000	3	1
chr11_48150000_48250000	chr11	48150000	48250000	1	0
chr11_56450000_56550000	chr11	56450000	56550000	1	0
chr11_56950000_57050000	chr11	56950000	57050000	3	1
chr11_57050000_57350000	chr11	57050000	57350000	2.45454545454545	0.727272727272727
chr11_57350000_57450000	chr11	57350000	57450000	2.33333333333333	0.666666666666667
chr11_57450000_58250000	chr11	57450000	58250000	1.47058823529412	0.235294117647059
chr11_58250000_58350000	chr11	58250000	58350000	1.66666666666667	0.333333333333333
chr11_60450000_60550000	chr11	60450000	60550000	1	0
chr11_60550000_60950000	chr11	60550000	60950000	2.45454545454545	0.727272727272727
chr11_60950000_61050000	chr11	60950000	61050000	1	0
chr11_61050000_61150000	chr11	61050000	61150000	3	1
chr11_61150000_61250000	chr11	61150000	61250000	3	1
chr11_61450000_61550000	chr11	61450000	61550000	3	1
chr11_61850000_61950000	chr11	61850000	61950000	3	1
chr11_61950000_62050000	chr11	61950000	62050000	1	0
chr11_62050000_62150000	chr11	62050000	62150000	2	0.5
chr11_62550000_62650000	chr11	62550000	62650000	2.71428571428571	0.857142857142857
chr11_63950000_64050000	chr11	63950000	64050000	3	1
chr11_64450000_64550000	chr11	64450000	64550000	3	1
chr11_65250000_65350000	chr11	65250000	65350000	3	1
chr11_67150000_67250000	chr11	67150000	67250000	2.8	0.9
chr11_68650000_68750000	chr11	68650000	68750000	2.33333333333333	0.666666666666667
chr11_68750000_68850000	chr11	68750000	68850000	1	0
chr11_69450000_69550000	chr11	69450000	69550000	3	1
chr11_69550000_69650000	chr11	69550000	69650000	3	1
chr11_69650000_70050000	chr11	69650000	70050000	3	1
chr11_70150000_70250000	chr11	70150000	70250000	3	1
chr11_71250000_71350000	chr11	71250000	71350000	1	0
chr11_71450000_71550000	chr11	71450000	71550000	1	0
chr11_71550000_72050000	chr11	71550000	72050000	2.55555555555556	0.777777777777778
chr11_72350000_72450000	chr11	72350000	72450000	3	1
chr11_72450000_72950000	chr11	72450000	72950000	3	1
chr11_72950000_73050000	chr11	72950000	73050000	3	1
chr11_73550000_73650000	chr11	73550000	73650000	3	1
chr11_73650000_73850000	chr11	73650000	73850000	3	1
chr11_74550000_74650000	chr11	74550000	74650000	3	1
chr11_74650000_74850000	chr11	74650000	74850000	2.33333333333333	0.666666666666667
chr11_75050000_75150000	chr11	75050000	75150000	3	1
chr11_76350000_76450000	chr11	76350000	76450000	3	1
chr11_76750000_76850000	chr11	76750000	76850000	2.33333333333333	0.666666666666667
chr11_77450000_77650000	chr11	77450000	77650000	3	1
chr11_77650000_77750000	chr11	77650000	77750000	3	1
chr11_79150000_79250000	chr11	79150000	79250000	3	1
chr11_82350000_82450000	chr11	82350000	82450000	3	1
chr11_82450000_82950000	chr11	82450000	82950000	3	1
chr11_82950000_83050000	chr11	82950000	83050000	3	1
chr11_85250000_85350000	chr11	85250000	85350000	1	0
chr11_85350000_85950000	chr11	85350000	85950000	2.66666666666667	0.833333333333333
chr11_85950000_86050000	chr11	85950000	86050000	3	1
chr11_86650000_86950000	chr11	86650000	86950000	3	1
chr11_89750000_89850000	chr11	89750000	89850000	1	0
chr11_93450000_93550000	chr11	93450000	93550000	2.33333333333333	0.666666666666667
chr11_94150000_94250000	chr11	94150000	94250000	3	1
chr11_94650000_94750000	chr11	94650000	94750000	2	0.5
chr11_94750000_95450000	chr11	94750000	95450000	2.33333333333333	0.666666666666667
chr11_95450000_95550000	chr11	95450000	95550000	3	1
chr11_95550000_96050000	chr11	95550000	96050000	3	1
chr11_96050000_96150000	chr11	96050000	96150000	2	0.5
chr11_101650000_101750000	chr11	101650000	101750000	3	1
chr11_101750000_101850000	chr11	101750000	101850000	3	1
chr11_102050000_102150000	chr11	102050000	102150000	3	1
chr11_102850000_102950000	chr11	102850000	102950000	3	1
chr11_105850000_105950000	chr11	105850000	105950000	3	1
chr11_107750000_107850000	chr11	107750000	107850000	3	1
chr11_108450000_108550000	chr11	108450000	108550000	3	1
chr11_110250000_110350000	chr11	110250000	110350000	3	1
chr11_111350000_111450000	chr11	111350000	111450000	3	1
chr11_111750000_111850000	chr11	111750000	111850000	2.33333333333333	0.666666666666667
chr11_111850000_111950000	chr11	111850000	111950000	3	1
chr11_113050000_113150000	chr11	113050000	113150000	3	1
chr11_113650000_113750000	chr11	113650000	113750000	2	0.5
chr11_113750000_114050000	chr11	113750000	114050000	3	1
chr11_114050000_114150000	chr11	114050000	114150000	1	0
chr11_114450000_114550000	chr11	114450000	114550000	1	0
chr11_116550000_116650000	chr11	116550000	116650000	3	1
chr11_117050000_117150000	chr11	117050000	117150000	3	1
chr11_117150000_117550000	chr11	117150000	117550000	3	1
chr11_118850000_118950000	chr11	118850000	118950000	2.33333333333333	0.666666666666667
chr11_118950000_119150000	chr11	118950000	119150000	3	1
chr11_119150000_119250000	chr11	119150000	119250000	2.6	0.8
chr11_120050000_120150000	chr11	120050000	120150000	3	1
chr11_120150000_120250000	chr11	120150000	120250000	3	1
chr11_120850000_120950000	chr11	120850000	120950000	3	1
chr11_120950000_121050000	chr11	120950000	121050000	3	1
chr11_122850000_122950000	chr11	122850000	122950000	3	1
chr11_123450000_123550000	chr11	123450000	123550000	3	1
chr11_124150000_124250000	chr11	124150000	124250000	1	0
chr11_124250000_124350000	chr11	124250000	124350000	1	0
chr11_124350000_124450000	chr11	124350000	124450000	1	0
chr11_124450000_124550000	chr11	124450000	124550000	3	1
chr11_124550000_124650000	chr11	124550000	124650000	3	1
chr11_124650000_124750000	chr11	124650000	124750000	3	1
chr11_125650000_125750000	chr11	125650000	125750000	1	0
chr11_125750000_126050000	chr11	125750000	126050000	3	1
chr11_126050000_126150000	chr11	126050000	126150000	3	1
chr11_126150000_126250000	chr11	126150000	126250000	3	1
chr11_128650000_128750000	chr11	128650000	128750000	3	1
chr11_128750000_128850000	chr11	128750000	128850000	1.66666666666667	0.333333333333333
chr11_129150000_129250000	chr11	129150000	129250000	3	1
chr11_129950000_130050000	chr11	129950000	130050000	3	1
chr11_130750000_130850000	chr11	130750000	130850000	3	1
chr11_131450000_131550000	chr11	131450000	131550000	1	0
chr11_132850000_132950000	chr11	132850000	132950000	1	0
chr11_133650000_133750000	chr11	133650000	133750000	1	0
chr12_1650000_1750000	chr12	1650000	1750000	3	1
chr12_2050000_2150000	chr12	2050000	2150000	3	1
chr12_2850000_2950000	chr12	2850000	2950000	3	1
chr12_2950000_3050000	chr12	2950000	3050000	3	1
chr12_3050000_3150000	chr12	3050000	3150000	3	1
chr12_3850000_3950000	chr12	3850000	3950000	3	1
chr12_4350000_4450000	chr12	4350000	4450000	3	1
chr12_6350000_6450000	chr12	6350000	6450000	3	1
chr12_6850000_6950000	chr12	6850000	6950000	2.33333333333333	0.666666666666667
chr12_9350000_9450000	chr12	9350000	9450000	1	0
chr12_10250000_10350000	chr12	10250000	10350000	1	0
chr12_10750000_10850000	chr12	10750000	10850000	2	0.5
chr12_11650000_12150000	chr12	11650000	12150000	3	1
chr12_12250000_12450000	chr12	12250000	12450000	3	1
chr12_12450000_12550000	chr12	12450000	12550000	3	1
chr12_12850000_12950000	chr12	12850000	12950000	3	1
chr12_13350000_13450000	chr12	13350000	13450000	3	1
chr12_14750000_14850000	chr12	14750000	14850000	3	1
chr12_15950000_16050000	chr12	15950000	16050000	3	1
chr12_16050000_16150000	chr12	16050000	16150000	3	1
chr12_18150000_18250000	chr12	18150000	18250000	3	1
chr12_19450000_19550000	chr12	19450000	19550000	3	1
chr12_21050000_21250000	chr12	21050000	21250000	1	0
chr12_21250000_21350000	chr12	21250000	21350000	1	0
chr12_22150000_22250000	chr12	22150000	22250000	3	1
chr12_22650000_22750000	chr12	22650000	22750000	3	1
chr12_22750000_22850000	chr12	22750000	22850000	3	1
chr12_24950000_25050000	chr12	24950000	25050000	3	1
chr12_25250000_25350000	chr12	25250000	25350000	3	1
chr12_26150000_26250000	chr12	26150000	26250000	3	1
chr12_27450000_27550000	chr12	27450000	27550000	3	1
chr12_27550000_27750000	chr12	27550000	27750000	1	0
chr12_27750000_27850000	chr12	27750000	27850000	3	1
chr12_31250000_31350000	chr12	31250000	31350000	3	1
chr12_31350000_31450000	chr12	31350000	31450000	3	1
chr12_31750000_31850000	chr12	31750000	31850000	3	1
chr12_31850000_32450000	chr12	31850000	32450000	1	0
chr12_32850000_32950000	chr12	32850000	32950000	3	1
chr12_41250000_41350000	chr12	41250000	41350000	3	1
chr12_42750000_42850000	chr12	42750000	42850000	3	1
chr12_43750000_43850000	chr12	43750000	43850000	3	1
chr12_44150000_44250000	chr12	44150000	44250000	3	1
chr12_44350000_45350000	chr12	44350000	45350000	3	1
chr12_45350000_45450000	chr12	45350000	45450000	3	1
chr12_47450000_47950000	chr12	47450000	47950000	2	0.5
chr12_48050000_48150000	chr12	48050000	48150000	3	1
chr12_49050000_49150000	chr12	49050000	49150000	3	1
chr12_49150000_49250000	chr12	49150000	49250000	3	1
chr12_49250000_49350000	chr12	49250000	49350000	3	1
chr12_49350000_49450000	chr12	49350000	49450000	2.5	0.75
chr12_49450000_49550000	chr12	49450000	49550000	3	1
chr12_49950000_50050000	chr12	49950000	50050000	2.5	0.75
chr12_50050000_50150000	chr12	50050000	50150000	3	1
chr12_50350000_50450000	chr12	50350000	50450000	1.5	0.25
chr12_50450000_50750000	chr12	50450000	50750000	2.71428571428571	0.857142857142857
chr12_51050000_51150000	chr12	51050000	51150000	3	1
chr12_51750000_51850000	chr12	51750000	51850000	3	1
chr12_52250000_52350000	chr12	52250000	52350000	3	1
chr12_52350000_52450000	chr12	52350000	52450000	3	1
chr12_52450000_52550000	chr12	52450000	52550000	3	1
chr12_53350000_53450000	chr12	53350000	53450000	3	1
chr12_53850000_53950000	chr12	53850000	53950000	2.5	0.75
chr12_54050000_54250000	chr12	54050000	54250000	3	1
chr12_54650000_54750000	chr12	54650000	54750000	2.5	0.75
chr12_54750000_54850000	chr12	54750000	54850000	3	1
chr12_54850000_54950000	chr12	54850000	54950000	3	1
chr12_55450000_55550000	chr12	55450000	55550000	1	0
chr12_55550000_55950000	chr12	55550000	55950000	1	0
chr12_55950000_56050000	chr12	55950000	56050000	1	0
chr12_56050000_56150000	chr12	56050000	56150000	2.66666666666667	0.833333333333333
chr12_56350000_56450000	chr12	56350000	56450000	3	1
chr12_56850000_56950000	chr12	56850000	56950000	3	1
chr12_56950000_57050000	chr12	56950000	57050000	3	1
chr12_57650000_57850000	chr12	57650000	57850000	1	0
chr12_58050000_58150000	chr12	58050000	58150000	3	1
chr12_58150000_58250000	chr12	58150000	58250000	3	1
chr12_58250000_58350000	chr12	58250000	58350000	3	1
chr12_62550000_62650000	chr12	62550000	62650000	3	1
chr12_63250000_63350000	chr12	63250000	63350000	3	1
chr12_63450000_63950000	chr12	63450000	63950000	3	1
chr12_64150000_64250000	chr12	64150000	64250000	3	1
chr12_64250000_64750000	chr12	64250000	64750000	3	1
chr12_64750000_64850000	chr12	64750000	64850000	3	1
chr12_65150000_65550000	chr12	65150000	65550000	3	1
chr12_65550000_65650000	chr12	65550000	65650000	3	1
chr12_66450000_66550000	chr12	66450000	66550000	2	0.5
chr12_67150000_67250000	chr12	67150000	67250000	3	1
chr12_68550000_68650000	chr12	68550000	68650000	1	0
chr12_69150000_69250000	chr12	69150000	69250000	3	1
chr12_69550000_69650000	chr12	69550000	69650000	3	1
chr12_72050000_72150000	chr12	72050000	72150000	3	1
chr12_72250000_72350000	chr12	72250000	72350000	3	1
chr12_75750000_75850000	chr12	75750000	75850000	1	0
chr12_75850000_76350000	chr12	75850000	76350000	3	1
chr12_76350000_76450000	chr12	76350000	76450000	3	1
chr12_76950000_77050000	chr12	76950000	77050000	3	1
chr12_77050000_77250000	chr12	77050000	77250000	3	1
chr12_77250000_77350000	chr12	77250000	77350000	3	1
chr12_77350000_77450000	chr12	77350000	77450000	3	1
chr12_78250000_78350000	chr12	78250000	78350000	3	1
chr12_81650000_81750000	chr12	81650000	81750000	3	1
chr12_82650000_82750000	chr12	82650000	82750000	3	1
chr12_85250000_85350000	chr12	85250000	85350000	3	1
chr12_85350000_85450000	chr12	85350000	85450000	3	1
chr12_86250000_86350000	chr12	86250000	86350000	3	1
chr12_88350000_88450000	chr12	88350000	88450000	2.33333333333333	0.666666666666667
chr12_89450000_89850000	chr12	89450000	89850000	3	1
chr12_89950000_91250000	chr12	89950000	91250000	3	1
chr12_91250000_91350000	chr12	91250000	91350000	1	0
chr12_93050000_93150000	chr12	93050000	93150000	2	0.5
chr12_93750000_93850000	chr12	93750000	93850000	1	0
chr12_93850000_94450000	chr12	93850000	94450000	3	1
chr12_95350000_95450000	chr12	95350000	95450000	3	1
chr12_95450000_95850000	chr12	95450000	95850000	3	1
chr12_95850000_95950000	chr12	95850000	95950000	3	1
chr12_96250000_96350000	chr12	96250000	96350000	3	1
chr12_96350000_96450000	chr12	96350000	96450000	3	1
chr12_96850000_96950000	chr12	96850000	96950000	3	1
chr12_98850000_98950000	chr12	98850000	98950000	3	1
chr12_99350000_99450000	chr12	99350000	99450000	3	1
chr12_101050000_101150000	chr12	101050000	101150000	3	1
chr12_101750000_101850000	chr12	101750000	101850000	3	1
chr12_102150000_102250000	chr12	102150000	102250000	3	1
chr12_103150000_103250000	chr12	103150000	103250000	3	1
chr12_105450000_105550000	chr12	105450000	105550000	3	1
chr12_105850000_106550000	chr12	105850000	106550000	3	1
chr12_106650000_106750000	chr12	106650000	106750000	3	1
chr12_107350000_107450000	chr12	107350000	107450000	3	1
chr12_108050000_108250000	chr12	108050000	108250000	2.33333333333333	0.666666666666667
chr12_108850000_108950000	chr12	108850000	108950000	3	1
chr12_109550000_109750000	chr12	109550000	109750000	3	1
chr12_110250000_110350000	chr12	110250000	110350000	3	1
chr12_110750000_110850000	chr12	110750000	110850000	3	1
chr12_111250000_111350000	chr12	111250000	111350000	3	1
chr12_111750000_111850000	chr12	111750000	111850000	1	0
chr12_112050000_112150000	chr12	112050000	112150000	3	1
chr12_112150000_112250000	chr12	112150000	112250000	1	0
chr12_112250000_112750000	chr12	112250000	112750000	3	1
chr12_112850000_112950000	chr12	112850000	112950000	3	1
chr12_113550000_113650000	chr12	113550000	113650000	3	1
chr12_113650000_113750000	chr12	113650000	113750000	3	1
chr12_113750000_113850000	chr12	113750000	113850000	3	1
chr12_114350000_114450000	chr12	114350000	114450000	3	1
chr12_116350000_116450000	chr12	116350000	116450000	3	1
chr12_117550000_117650000	chr12	117550000	117650000	3	1
chr12_118750000_118850000	chr12	118750000	118850000	3	1
chr12_118850000_120050000	chr12	118850000	120050000	3	1
chr12_120050000_120150000	chr12	120050000	120150000	3	1
chr12_120450000_120550000	chr12	120450000	120550000	3	1
chr12_120550000_120650000	chr12	120550000	120650000	3	1
chr12_121650000_121750000	chr12	121650000	121750000	3	1
chr12_122050000_122150000	chr12	122050000	122150000	3	1
chr12_122150000_122250000	chr12	122150000	122250000	3	1
chr12_123650000_123750000	chr12	123650000	123750000	3	1
chr12_124050000_124150000	chr12	124050000	124150000	3	1
chr12_124150000_124250000	chr12	124150000	124250000	3	1
chr12_125350000_125450000	chr12	125350000	125450000	3	1
chr12_125450000_125550000	chr12	125450000	125550000	3	1
chr12_130850000_131150000	chr12	130850000	131150000	3	1
chr12_132550000_132650000	chr12	132550000	132650000	3	1
chr12_133350000_133450000	chr12	133350000	133450000	3	1
chr13_20050000_20150000	chr13	20050000	20150000	1	0
chr13_21450000_21550000	chr13	21450000	21550000	3	1
chr13_21950000_22050000	chr13	21950000	22050000	3	1
chr13_22050000_22150000	chr13	22050000	22150000	3	1
chr13_23850000_23950000	chr13	23850000	23950000	3	1
chr13_24850000_24950000	chr13	24850000	24950000	1	0
chr13_24950000_25050000	chr13	24950000	25050000	3	1
chr13_25450000_25550000	chr13	25450000	25550000	3	1
chr13_25550000_25850000	chr13	25550000	25850000	3	1
chr13_26650000_26750000	chr13	26650000	26750000	3	1
chr13_27550000_27850000	chr13	27550000	27850000	2.33333333333333	0.666666666666667
chr13_28550000_28650000	chr13	28550000	28650000	3	1
chr13_28650000_28750000	chr13	28650000	28750000	3	1
chr13_29250000_29350000	chr13	29250000	29350000	3	1
chr13_31650000_31750000	chr13	31650000	31750000	3	1
chr13_32350000_32450000	chr13	32350000	32450000	3	1
chr13_32450000_32850000	chr13	32450000	32850000	3	1
chr13_35650000_35750000	chr13	35650000	35750000	3	1
chr13_36750000_36850000	chr13	36750000	36850000	2	0.5
chr13_37450000_37550000	chr13	37450000	37550000	3	1
chr13_37550000_37650000	chr13	37550000	37650000	3	1
chr13_38150000_38250000	chr13	38150000	38250000	3	1
chr13_39450000_39550000	chr13	39450000	39550000	3	1
chr13_40150000_40250000	chr13	40150000	40250000	3	1
chr13_41350000_41450000	chr13	41350000	41450000	1	0
chr13_41550000_41650000	chr13	41550000	41650000	3	1
chr13_42750000_42850000	chr13	42750000	42850000	3	1
chr13_44350000_44450000	chr13	44350000	44450000	3	1
chr13_44450000_44950000	chr13	44450000	44950000	2	0.5
chr13_44950000_45050000	chr13	44950000	45050000	3	1
chr13_45850000_45950000	chr13	45850000	45950000	3	1
chr13_45950000_46050000	chr13	45950000	46050000	3	1
chr13_46950000_47050000	chr13	46950000	47050000	3	1
chr13_47250000_47350000	chr13	47250000	47350000	3	1
chr13_48550000_48650000	chr13	48550000	48650000	3	1
chr13_49750000_50150000	chr13	49750000	50150000	3	1
chr13_50150000_50250000	chr13	50150000	50250000	3	1
chr13_53050000_53150000	chr13	53050000	53150000	3	1
chr13_57650000_57750000	chr13	57650000	57750000	1	0
chr13_67750000_67850000	chr13	67750000	67850000	3	1
chr13_73250000_73350000	chr13	73250000	73350000	3	1
chr13_73350000_74150000	chr13	73350000	74150000	3	1
chr13_74250000_74350000	chr13	74250000	74350000	3	1
chr13_76050000_76150000	chr13	76050000	76150000	3	1
chr13_77450000_77550000	chr13	77450000	77550000	3	1
chr13_77550000_77650000	chr13	77550000	77650000	3	1
chr13_78250000_78350000	chr13	78250000	78350000	3	1
chr13_78350000_78550000	chr13	78350000	78550000	3	1
chr13_80050000_80150000	chr13	80050000	80150000	3	1
chr13_86350000_86450000	chr13	86350000	86450000	3	1
chr13_88250000_88350000	chr13	88250000	88350000	3	1
chr13_92350000_92450000	chr13	92350000	92450000	3	1
chr13_95050000_95150000	chr13	95050000	95150000	3	1
chr13_95150000_95250000	chr13	95150000	95250000	3	1
chr13_96050000_96150000	chr13	96050000	96150000	3	1
chr13_96450000_96550000	chr13	96450000	96550000	3	1
chr13_97550000_97650000	chr13	97550000	97650000	3	1
chr13_99450000_99550000	chr13	99450000	99550000	3	1
chr13_99750000_99950000	chr13	99750000	99950000	3	1
chr13_101150000_101250000	chr13	101150000	101250000	3	1
chr13_101250000_101350000	chr13	101250000	101350000	3	1
chr13_101650000_101750000	chr13	101650000	101750000	3	1
chr13_103250000_103450000	chr13	103250000	103450000	2.33333333333333	0.666666666666667
chr13_103450000_103550000	chr13	103450000	103550000	2	0.5
chr13_107750000_107850000	chr13	107750000	107850000	3	1
chr13_108850000_109450000	chr13	108850000	109450000	3	1
chr13_110750000_110850000	chr13	110750000	110850000	3	1
chr13_111050000_111150000	chr13	111050000	111150000	3	1
chr13_111950000_112050000	chr13	111950000	112050000	2	0.5
chr14_20650000_20750000	chr14	20650000	20750000	1	0
chr14_20750000_21050000	chr14	20750000	21050000	2.6	0.8
chr14_21450000_21550000	chr14	21450000	21550000	2.14285714285714	0.571428571428571
chr14_21550000_21650000	chr14	21550000	21650000	1.66666666666667	0.333333333333333
chr14_23350000_23450000	chr14	23350000	23450000	2.6	0.8
chr14_23450000_23550000	chr14	23450000	23550000	2.6	0.8
chr14_23950000_24050000	chr14	23950000	24050000	3	1
chr14_24050000_24350000	chr14	24050000	24350000	1	0
chr14_24350000_24450000	chr14	24350000	24450000	1	0
chr14_24750000_24850000	chr14	24750000	24850000	2.5	0.75
chr14_24850000_24950000	chr14	24850000	24950000	3	1
chr14_24950000_25050000	chr14	24950000	25050000	1	0
chr14_29150000_29950000	chr14	29150000	29950000	3	1
chr14_29950000_30050000	chr14	29950000	30050000	3	1
chr14_30950000_31050000	chr14	30950000	31050000	3	1
chr14_32950000_33050000	chr14	32950000	33050000	3	1
chr14_34950000_35050000	chr14	34950000	35050000	3	1
chr14_36250000_36350000	chr14	36250000	36350000	3	1
chr14_37550000_37650000	chr14	37550000	37650000	3	1
chr14_38250000_38350000	chr14	38250000	38350000	3	1
chr14_39450000_39550000	chr14	39450000	39550000	3	1
chr14_39850000_39950000	chr14	39850000	39950000	2	0.5
chr14_45350000_45650000	chr14	45350000	45650000	3	1
chr14_45650000_45750000	chr14	45650000	45750000	3	1
chr14_49950000_50050000	chr14	49950000	50050000	3	1
chr14_50550000_50650000	chr14	50550000	50650000	3	1
chr14_50650000_50950000	chr14	50650000	50950000	3	1
chr14_51050000_51250000	chr14	51050000	51250000	3	1
chr14_51250000_51350000	chr14	51250000	51350000	3	1
chr14_52450000_52550000	chr14	52450000	52550000	3	1
chr14_54850000_54950000	chr14	54850000	54950000	3	1
chr14_54950000_55250000	chr14	54950000	55250000	3	1
chr14_55450000_55550000	chr14	55450000	55550000	2	0.5
chr14_57750000_57850000	chr14	57750000	57850000	3	1
chr14_58650000_58750000	chr14	58650000	58750000	3	1
chr14_58750000_58850000	chr14	58750000	58850000	3	1
chr14_59850000_59950000	chr14	59850000	59950000	3	1
chr14_60950000_61050000	chr14	60950000	61050000	2	0.5
chr14_61050000_61650000	chr14	61050000	61650000	3	1
chr14_61650000_61750000	chr14	61650000	61750000	3	1
chr14_62250000_62350000	chr14	62250000	62350000	3	1
chr14_62650000_63750000	chr14	62650000	63750000	3	1
chr14_63750000_63850000	chr14	63750000	63850000	3	1
chr14_64750000_64850000	chr14	64750000	64850000	3	1
chr14_64850000_64950000	chr14	64850000	64950000	2	0.5
chr14_64950000_65050000	chr14	64950000	65050000	3	1
chr14_65350000_65450000	chr14	65350000	65450000	3	1
chr14_67750000_67850000	chr14	67750000	67850000	3	1
chr14_68150000_68250000	chr14	68150000	68250000	1	0
chr14_68250000_69250000	chr14	68250000	69250000	3	1
chr14_69250000_69350000	chr14	69250000	69350000	3	1
chr14_70150000_70250000	chr14	70150000	70250000	3	1
chr14_70450000_70550000	chr14	70450000	70550000	3	1
chr14_70950000_71050000	chr14	70950000	71050000	2	0.5
chr14_71350000_71450000	chr14	71350000	71450000	3	1
chr14_73350000_73450000	chr14	73350000	73450000	1	0
chr14_73450000_73550000	chr14	73450000	73550000	3	1
chr14_73950000_74050000	chr14	73950000	74050000	1.66666666666667	0.333333333333333
chr14_74050000_74150000	chr14	74050000	74150000	1.66666666666667	0.333333333333333
chr14_74450000_74550000	chr14	74450000	74550000	3	1
chr14_75250000_75350000	chr14	75250000	75350000	3	1
chr14_75350000_75450000	chr14	75350000	75450000	3	1
chr14_75450000_75550000	chr14	75450000	75550000	3	1
chr14_75550000_75650000	chr14	75550000	75650000	3	1
chr14_75650000_75750000	chr14	75650000	75750000	3	1
chr14_76050000_76150000	chr14	76050000	76150000	3	1
chr14_76350000_76450000	chr14	76350000	76450000	3	1
chr14_77150000_77250000	chr14	77150000	77250000	3	1
chr14_77550000_77650000	chr14	77550000	77650000	3	1
chr14_78150000_78250000	chr14	78150000	78250000	2.5	0.75
chr14_81950000_82050000	chr14	81950000	82050000	3	1
chr14_88450000_88850000	chr14	88450000	88850000	3	1
chr14_88850000_88950000	chr14	88850000	88950000	3	1
chr14_90650000_90750000	chr14	90650000	90750000	3	1
chr14_91650000_91750000	chr14	91650000	91750000	3	1
chr14_91950000_92450000	chr14	91950000	92450000	3	1
chr14_92550000_93150000	chr14	92550000	93150000	3	1
chr14_93150000_93250000	chr14	93150000	93250000	3	1
chr14_93250000_93350000	chr14	93250000	93350000	3	1
chr14_93350000_93550000	chr14	93350000	93550000	3	1
chr14_94050000_94150000	chr14	94050000	94150000	3	1
chr14_94350000_94450000	chr14	94350000	94450000	3	1
chr14_94450000_94650000	chr14	94450000	94650000	1.8	0.4
chr14_94650000_94750000	chr14	94650000	94750000	3	1
chr14_95850000_95950000	chr14	95850000	95950000	3	1
chr14_96950000_97050000	chr14	96950000	97050000	3	1
chr14_99850000_99950000	chr14	99850000	99950000	3	1
chr14_99950000_100050000	chr14	99950000	100050000	3	1
chr14_100350000_100450000	chr14	100350000	100450000	3	1
chr14_100650000_100750000	chr14	100650000	100750000	1	0
chr14_102450000_102750000	chr14	102450000	102750000	3	1
chr14_102750000_102850000	chr14	102750000	102850000	3	1
chr14_103450000_103550000	chr14	103450000	103550000	3	1
chr14_103550000_103850000	chr14	103550000	103850000	3	1
chr14_103950000_104050000	chr14	103950000	104050000	3	1
chr14_104450000_104550000	chr14	104450000	104550000	3	1
chr14_104550000_105150000	chr14	104550000	105150000	2.33333333333333	0.666666666666667
chr14_105150000_105250000	chr14	105150000	105250000	3	1
chr14_105950000_106050000	chr14	105950000	106050000	2.33333333333333	0.666666666666667
chr15_27050000_27150000	chr15	27050000	27150000	3	1
chr15_28550000_28650000	chr15	28550000	28650000	1	0
chr15_28650000_28850000	chr15	28650000	28850000	1	0
chr15_28950000_29350000	chr15	28950000	29350000	3	1
chr15_29850000_29950000	chr15	29850000	29950000	3	1
chr15_30350000_30450000	chr15	30350000	30450000	1	0
chr15_30450000_30750000	chr15	30450000	30750000	1	0
chr15_30750000_30850000	chr15	30750000	30850000	1	0
chr15_34250000_34350000	chr15	34250000	34350000	3	1
chr15_34350000_34650000	chr15	34350000	34650000	2.66666666666667	0.833333333333333
chr15_34650000_34750000	chr15	34650000	34750000	3	1
chr15_34750000_34850000	chr15	34750000	34850000	1	0
chr15_35150000_35250000	chr15	35150000	35250000	3	1
chr15_38250000_38650000	chr15	38250000	38650000	3	1
