tad_id	tad_chr	tad_start	tad_end	meanAge	percentOld
chr14_55650000_55850000	chr14	55650000	55850000	3	1
chr14_55850000_55950000	chr14	55850000	55950000	3	1
chr14_57050000_57150000	chr14	57050000	57150000	3	1
chr14_58250000_58450000	chr14	58250000	58450000	3	1
chr14_60050000_60250000	chr14	60050000	60250000	3	1
chr14_60750000_60850000	chr14	60750000	60850000	3	1
chr14_61850000_61950000	chr14	61850000	61950000	3	1
chr14_67950000_68050000	chr14	67950000	68050000	3	1
chr14_73750000_73850000	chr14	73750000	73850000	3	1
chr14_74850000_74950000	chr14	74850000	74950000	3	1
chr14_76850000_77050000	chr14	76850000	77050000	3	1
chr14_77850000_77950000	chr14	77850000	77950000	3	1
chr14_77950000_78050000	chr14	77950000	78050000	3	1
chr14_78350000_78450000	chr14	78350000	78450000	3	1
chr14_81750000_81850000	chr14	81750000	81850000	3	1
chr14_89050000_89150000	chr14	89050000	89150000	3	1
chr14_89450000_90350000	chr14	89450000	90350000	3	1
chr14_91350000_91550000	chr14	91350000	91550000	3	1
chr14_95050000_95150000	chr14	95050000	95150000	1	0
chr14_95150000_95750000	chr14	95150000	95750000	3	1
chr14_96550000_96850000	chr14	96550000	96850000	3	1
chr14_97350000_97450000	chr14	97350000	97450000	3	1
chr14_97850000_99750000	chr14	97850000	99750000	2	0.5
chr14_101050000_101150000	chr14	101050000	101150000	3	1
chr14_101150000_101250000	chr14	101150000	101250000	3	1
chr14_105450000_105550000	chr14	105450000	105550000	2.33333333333333	0.666666666666667
chr14_105550000_105850000	chr14	105550000	105850000	3	1
chr15_23850000_24850000	chr15	23850000	24850000	1	0
chr15_24850000_24950000	chr15	24850000	24950000	1	0
chr15_24950000_25250000	chr15	24950000	25250000	1	0
chr15_27550000_28250000	chr15	27550000	28250000	3	1
chr15_31450000_31750000	chr15	31450000	31750000	3	1
chr15_32950000_33250000	chr15	32950000	33250000	3	1
chr15_39950000_40050000	chr15	39950000	40050000	3	1
chr15_40450000_40550000	chr15	40450000	40550000	3	1
chr15_40850000_41050000	chr15	40850000	41050000	3	1
chr15_43550000_43650000	chr15	43550000	43650000	2	0.5
chr15_43650000_43850000	chr15	43650000	43850000	2.6	0.8
chr15_48350000_48450000	chr15	48350000	48450000	3	1
chr15_49150000_49250000	chr15	49150000	49250000	3	1
chr15_49650000_50050000	chr15	49650000	50050000	3	1
chr15_50750000_50850000	chr15	50750000	50850000	3	1
chr15_52050000_52150000	chr15	52050000	52150000	1	0
chr15_55850000_55950000	chr15	55850000	55950000	3	1
chr15_56450000_56550000	chr15	56450000	56550000	3	1
chr15_58550000_59050000	chr15	58550000	59050000	3	1
chr15_59350000_59450000	chr15	59350000	59450000	3	1
chr15_63550000_63650000	chr15	63550000	63650000	3	1
chr15_64550000_64650000	chr15	64550000	64650000	1	0
chr15_64650000_64850000	chr15	64650000	64850000	3	1
chr15_65150000_65250000	chr15	65150000	65250000	3	1
chr15_68650000_68750000	chr15	68650000	68750000	3	1
chr15_69950000_70350000	chr15	69950000	70350000	1	0
chr15_71250000_71650000	chr15	71250000	71650000	2	0.5
chr15_72050000_72350000	chr15	72050000	72350000	3	1
chr15_73650000_74050000	chr15	73650000	74050000	3	1
chr15_75050000_75150000	chr15	75050000	75150000	3	1
chr15_75350000_75450000	chr15	75350000	75450000	3	1
chr15_76450000_77050000	chr15	76450000	77050000	3	1
chr15_77350000_77850000	chr15	77350000	77850000	3	1
chr15_78750000_78850000	chr15	78750000	78850000	3	1
chr15_78850000_78950000	chr15	78850000	78950000	3	1
chr15_80150000_80450000	chr15	80150000	80450000	2	0.5
chr15_83950000_84750000	chr15	83950000	84750000	3	1
chr15_85150000_85350000	chr15	85150000	85350000	2.6	0.8
chr15_85350000_85450000	chr15	85350000	85450000	2	0.5
chr15_87350000_88750000	chr15	87350000	88750000	3	1
chr15_96950000_97750000	chr15	96950000	97750000	1	0
chr15_100450000_100950000	chr15	100450000	100950000	3	1
chr15_101450000_101550000	chr15	101450000	101550000	3	1
chr15_102450000_102521392	chr15	102450000	102521392	1	0
chr16_0_350000	chr16	0	350000	2.2	0.6
chr16_350000_450000	chr16	350000	450000	3	1
chr16_450000_550000	chr16	450000	550000	3	1
chr16_550000_650000	chr16	550000	650000	3	1
chr16_650000_750000	chr16	650000	750000	3	1
chr16_750000_1050000	chr16	750000	1050000	2.84615384615385	0.923076923076923
chr16_1050000_1150000	chr16	1050000	1150000	3	1
chr16_1350000_1750000	chr16	1350000	1750000	2.83333333333333	0.916666666666667
chr16_1750000_1850000	chr16	1750000	1850000	3	1
chr16_1850000_1950000	chr16	1850000	1950000	3	1
chr16_4550000_4650000	chr16	4550000	4650000	3	1
chr16_4650000_4750000	chr16	4650000	4750000	2.5	0.75
chr16_5650000_6550000	chr16	5650000	6550000	3	1
chr16_8850000_9050000	chr16	8850000	9050000	3	1
chr16_10250000_10350000	chr16	10250000	10350000	3	1
chr16_12250000_12850000	chr16	12250000	12850000	3	1
chr16_13050000_13850000	chr16	13050000	13850000	3	1
chr16_14350000_14650000	chr16	14350000	14650000	3	1
chr16_15750000_15850000	chr16	15750000	15850000	3	1
chr16_15850000_16250000	chr16	15850000	16250000	3	1
chr16_21550000_22350000	chr16	21550000	22350000	2.8	0.9
chr16_22750000_23050000	chr16	22750000	23050000	3	1
chr16_23150000_23350000	chr16	23150000	23350000	3	1
chr16_24050000_24350000	chr16	24050000	24350000	3	1
chr16_28050000_28150000	chr16	28050000	28150000	3	1
chr16_31250000_31350000	chr16	31250000	31350000	1	0
chr16_31350000_31450000	chr16	31350000	31450000	1	0
chr16_31450000_31550000	chr16	31450000	31550000	2.6	0.8
chr16_31550000_31850000	chr16	31550000	31850000	1	0
chr16_49750000_49850000	chr16	49750000	49850000	3	1
chr16_50150000_50250000	chr16	50150000	50250000	3	1
chr16_50450000_50650000	chr16	50450000	50650000	3	1
chr16_51150000_51650000	chr16	51150000	51650000	3	1
chr16_54250000_54350000	chr16	54250000	54350000	3	1
chr16_56650000_56750000	chr16	56650000	56750000	1	0
chr16_56850000_57050000	chr16	56850000	57050000	3	1
chr16_57050000_57150000	chr16	57050000	57150000	3	1
chr16_57650000_57750000	chr16	57650000	57750000	2	0.5
chr16_57750000_57850000	chr16	57750000	57850000	3	1
chr16_57850000_58250000	chr16	57850000	58250000	3	1
chr16_58250000_58350000	chr16	58250000	58350000	2	0.5
chr16_66550000_66650000	chr16	66550000	66650000	1.8	0.4
chr16_67650000_67750000	chr16	67650000	67750000	2.33333333333333	0.666666666666667
chr16_67750000_67950000	chr16	67750000	67950000	3	1
chr16_67950000_68050000	chr16	67950000	68050000	2.42857142857143	0.714285714285714
chr16_68450000_68550000	chr16	68450000	68550000	3	1
chr16_68550000_68750000	chr16	68550000	68750000	1	0
chr16_69050000_69150000	chr16	69050000	69150000	3	1
chr16_69750000_69850000	chr16	69750000	69850000	3	1
chr16_71250000_71350000	chr16	71250000	71350000	3	1
chr16_72150000_73150000	chr16	72150000	73150000	3	1
chr16_74450000_74650000	chr16	74450000	74650000	2	0.5
chr16_74650000_74750000	chr16	74650000	74750000	3	1
chr16_74950000_75050000	chr16	74950000	75050000	3	1
chr16_75850000_76650000	chr16	75850000	76650000	1	0
chr16_79550000_79650000	chr16	79550000	79650000	3	1
chr16_80550000_80750000	chr16	80550000	80750000	3	1
chr16_81250000_81350000	chr16	81250000	81350000	3	1
chr16_81950000_82050000	chr16	81950000	82050000	3	1
chr16_82250000_83750000	chr16	82250000	83750000	3	1
chr16_84050000_84150000	chr16	84050000	84150000	3	1
chr16_89650000_89750000	chr16	89650000	89750000	2.5	0.75
chr16_89750000_90050000	chr16	89750000	90050000	3	1
chr17_0_550000	chr17	0	550000	2.33333333333333	0.666666666666667
chr17_550000_650000	chr17	550000	650000	3	1
chr17_1550000_1650000	chr17	1550000	1650000	3	1
chr17_1650000_1750000	chr17	1650000	1750000	3	1
chr17_5050000_5150000	chr17	5050000	5150000	1	0
chr17_5450000_6250000	chr17	5450000	6250000	2	0.5
chr17_6250000_6350000	chr17	6250000	6350000	3	1
chr17_7250000_7350000	chr17	7250000	7350000	2.33333333333333	0.666666666666667
chr17_7650000_7850000	chr17	7650000	7850000	3	1
chr17_8950000_9350000	chr17	8950000	9350000	3	1
chr17_10150000_10450000	chr17	10150000	10450000	1	0
chr17_10650000_10750000	chr17	10650000	10750000	3	1
chr17_10750000_11750000	chr17	10750000	11750000	3	1
chr17_12650000_12750000	chr17	12650000	12750000	3	1
chr17_15850000_15950000	chr17	15850000	15950000	3	1
chr17_16750000_16850000	chr17	16750000	16850000	3	1
chr17_18450000_18550000	chr17	18450000	18550000	1	0
chr17_20450000_20650000	chr17	20450000	20650000	1	0
chr17_20850000_20950000	chr17	20850000	20950000	3	1
chr17_26050000_26150000	chr17	26050000	26150000	3	1
chr17_26150000_26250000	chr17	26150000	26250000	1	0
chr17_26250000_26550000	chr17	26250000	26550000	3	1
chr17_27550000_27650000	chr17	27550000	27650000	3	1
chr17_28050000_28150000	chr17	28050000	28150000	3	1
chr17_28650000_28850000	chr17	28650000	28850000	3	1
chr17_29250000_29550000	chr17	29250000	29550000	3	1
chr17_33850000_33950000	chr17	33850000	33950000	1.66666666666667	0.333333333333333
chr17_34250000_34350000	chr17	34250000	34350000	1.33333333333333	0.166666666666667
chr17_35650000_35750000	chr17	35650000	35750000	1	0
chr17_35750000_35950000	chr17	35750000	35950000	3	1
chr17_35950000_36050000	chr17	35950000	36050000	3	1
chr17_36950000_37050000	chr17	36950000	37050000	3	1
chr17_37050000_37250000	chr17	37050000	37250000	3	1
chr17_37250000_37350000	chr17	37250000	37350000	3	1
chr17_37350000_37450000	chr17	37350000	37450000	3	1
chr17_37750000_37950000	chr17	37750000	37950000	3	1
chr17_38250000_38350000	chr17	38250000	38350000	3	1
chr17_38350000_38450000	chr17	38350000	38450000	3	1
chr17_38450000_38550000	chr17	38450000	38550000	3	1
chr17_40050000_40250000	chr17	40050000	40250000	3	1
chr17_40250000_40350000	chr17	40250000	40350000	2.66666666666667	0.833333333333333
chr17_40850000_40950000	chr17	40850000	40950000	3	1
chr17_40950000_41050000	chr17	40950000	41050000	2.2	0.6
chr17_41550000_41650000	chr17	41550000	41650000	3	1
chr17_41650000_41750000	chr17	41650000	41750000	3	1
chr17_42450000_42550000	chr17	42450000	42550000	3	1
chr17_42550000_42650000	chr17	42550000	42650000	3	1
chr17_47050000_47150000	chr17	47050000	47150000	3	1
chr17_47650000_47850000	chr17	47650000	47850000	3	1
chr17_47850000_47950000	chr17	47850000	47950000	2	0.5
chr17_48050000_48150000	chr17	48050000	48150000	3	1
chr17_48150000_48350000	chr17	48150000	48350000	2.6	0.8
chr17_50150000_50250000	chr17	50150000	50250000	3	1
chr17_54450000_54550000	chr17	54450000	54550000	3	1
chr17_57350000_57550000	chr17	57350000	57550000	3	1
chr17_57550000_57650000	chr17	57550000	57650000	3	1
chr17_58450000_58550000	chr17	58450000	58550000	1.66666666666667	0.333333333333333
chr17_59550000_59650000	chr17	59550000	59650000	3	1
chr17_59650000_60050000	chr17	59650000	60050000	3	1
chr17_60650000_60950000	chr17	60650000	60950000	3	1
chr17_61050000_61350000	chr17	61050000	61350000	3	1
chr17_61650000_61750000	chr17	61650000	61750000	3	1
chr17_63150000_63250000	chr17	63150000	63250000	3	1
chr17_66150000_66350000	chr17	66150000	66350000	3	1
chr17_66550000_66650000	chr17	66550000	66650000	3	1
chr17_67550000_68150000	chr17	67550000	68150000	3	1
chr17_68150000_68250000	chr17	68150000	68250000	3	1
chr17_70050000_70150000	chr17	70050000	70150000	3	1
chr17_71150000_71250000	chr17	71150000	71250000	2.2	0.6
chr17_72550000_72650000	chr17	72550000	72650000	1	0
chr17_73350000_73450000	chr17	73350000	73450000	3	1
chr17_73450000_73550000	chr17	73450000	73550000	3	1
chr17_73850000_74250000	chr17	73850000	74250000	2.84615384615385	0.923076923076923
chr17_76450000_76750000	chr17	76450000	76750000	3	1
chr17_77350000_77450000	chr17	77350000	77450000	3	1
chr17_78350000_78850000	chr17	78350000	78850000	3	1
chr17_79850000_79950000	chr17	79850000	79950000	2.77777777777778	0.888888888888889
chr17_80250000_80550000	chr17	80250000	80550000	2.25	0.625
chr17_80550000_80650000	chr17	80550000	80650000	3	1
chr17_80650000_80750000	chr17	80650000	80750000	1	0
chr17_80750000_80950000	chr17	80750000	80950000	3	1
chr18_0_550000	chr18	0	550000	2.5	0.75
chr18_550000_650000	chr18	550000	650000	2	0.5
chr18_5150000_5250000	chr18	5150000	5250000	1	0
chr18_5250000_5350000	chr18	5250000	5350000	3	1
chr18_5350000_5650000	chr18	5350000	5650000	3	1
chr18_12750000_12850000	chr18	12750000	12850000	3	1
chr18_14050000_14150000	chr18	14050000	14150000	1	0
chr18_14150000_15050000	chr18	14150000	15050000	1	0
chr18_15350000_19050000	chr18	15350000	19050000	3	1
chr18_19150000_19250000	chr18	19150000	19250000	3	1
chr18_21150000_21450000	chr18	21150000	21450000	3	1
chr18_22050000_23350000	chr18	22050000	23350000	3	1
chr18_24350000_24450000	chr18	24350000	24450000	3	1
chr18_24650000_24850000	chr18	24650000	24850000	3	1
chr18_28650000_28850000	chr18	28650000	28850000	1	0
chr18_28850000_28950000	chr18	28850000	28950000	1	0
chr18_28950000_29050000	chr18	28950000	29050000	1	0
chr18_29050000_29150000	chr18	29050000	29150000	1	0
chr18_29150000_29450000	chr18	29150000	29450000	2.5	0.75
chr18_30750000_31250000	chr18	30750000	31250000	3	1
chr18_32050000_32250000	chr18	32050000	32250000	3	1
chr18_32950000_33250000	chr18	32950000	33250000	1	0
chr18_34550000_34650000	chr18	34550000	34650000	3	1
chr18_39650000_40950000	chr18	39650000	40950000	3	1
chr18_41550000_43050000	chr18	41550000	43050000	2	0.5
chr18_45450000_45550000	chr18	45450000	45550000	3	1
chr18_45550000_45850000	chr18	45550000	45850000	3	1
chr18_47450000_47850000	chr18	47450000	47850000	3	1
chr18_51950000_52550000	chr18	51950000	52550000	2	0.5
chr18_52950000_53350000	chr18	52950000	53350000	3	1
chr18_55450000_55550000	chr18	55450000	55550000	3	1
chr18_55550000_55750000	chr18	55550000	55750000	3	1
chr18_58950000_59050000	chr18	58950000	59050000	3	1
chr18_61250000_61450000	chr18	61250000	61450000	1	0
chr18_74150000_74250000	chr18	74150000	74250000	3	1
chr18_74950000_75250000	chr18	74950000	75250000	3	1
chr18_76750000_76850000	chr18	76750000	76850000	3	1
chr18_77450000_78067248	chr18	77450000	78067248	2.71428571428571	0.857142857142857
chr19_450000_550000	chr19	450000	550000	2.66666666666667	0.833333333333333
chr19_1350000_1450000	chr19	1350000	1450000	2.2	0.6
chr19_2650000_2750000	chr19	2650000	2750000	3	1
chr19_2950000_3150000	chr19	2950000	3150000	2.2	0.6
chr19_3450000_3550000	chr19	3450000	3550000	2.2	0.6
chr19_3550000_3650000	chr19	3550000	3650000	3	1
chr19_3750000_3850000	chr19	3750000	3850000	3	1
chr19_4750000_4950000	chr19	4750000	4950000	2	0.5
chr19_4950000_5050000	chr19	4950000	5050000	3	1
chr19_7250000_7550000	chr19	7250000	7550000	2	0.5
chr19_7550000_7850000	chr19	7550000	7850000	2	0.5
chr19_8550000_8950000	chr19	8550000	8950000	2.33333333333333	0.666666666666667
chr19_9250000_9650000	chr19	9250000	9650000	1	0
chr19_9650000_9750000	chr19	9650000	9750000	1	0
chr19_9750000_9850000	chr19	9750000	9850000	1	0
chr19_10750000_10850000	chr19	10750000	10850000	3	1
chr19_11750000_12150000	chr19	11750000	12150000	1	0
chr19_12150000_12250000	chr19	12150000	12250000	1	0
chr19_13250000_13650000	chr19	13250000	13650000	3	1
chr19_15450000_15550000	chr19	15450000	15550000	3	1
chr19_15750000_16050000	chr19	15750000	16050000	1	0
chr19_16050000_16150000	chr19	16050000	16150000	1	0
chr19_18250000_18350000	chr19	18250000	18350000	2.6	0.8
chr19_19750000_20050000	chr19	19750000	20050000	1.8	0.4
chr19_20050000_20650000	chr19	20050000	20650000	1	0
chr19_20650000_21050000	chr19	20650000	21050000	1	0
chr19_21050000_21250000	chr19	21050000	21250000	1	0
chr19_21250000_21350000	chr19	21250000	21350000	1	0
chr19_21350000_21550000	chr19	21350000	21550000	1	0
chr19_21550000_21850000	chr19	21550000	21850000	1	0
chr19_22150000_22250000	chr19	22150000	22250000	1	0
chr19_22350000_22450000	chr19	22350000	22450000	1	0
chr19_22450000_22650000	chr19	22450000	22650000	1	0
chr19_22850000_23050000	chr19	22850000	23050000	1	0
chr19_23050000_23350000	chr19	23050000	23350000	1	0
chr19_23350000_23450000	chr19	23350000	23450000	1	0
chr19_23450000_24250000	chr19	23450000	24250000	1	0
chr19_29350000_29750000	chr19	29350000	29750000	3	1
chr19_30250000_30550000	chr19	30250000	30550000	3	1
chr19_30550000_30850000	chr19	30550000	30850000	3	1
chr19_32850000_32950000	chr19	32850000	32950000	3	1
chr19_35150000_35250000	chr19	35150000	35250000	1	0
chr19_35550000_35650000	chr19	35550000	35650000	1.5	0.25
chr19_35650000_35750000	chr19	35650000	35750000	3	1
chr19_36250000_36350000	chr19	36250000	36350000	3	1
chr19_36750000_37650000	chr19	36750000	37650000	1	0
chr19_37650000_37750000	chr19	37650000	37750000	1	0
chr19_38450000_38650000	chr19	38450000	38650000	3	1
chr19_38950000_39150000	chr19	38950000	39150000	3	1
chr19_39150000_39250000	chr19	39150000	39250000	3	1
chr19_40050000_40150000	chr19	40050000	40150000	1	0
chr19_40150000_40250000	chr19	40150000	40250000	1	0
chr19_40250000_40350000	chr19	40250000	40350000	1.66666666666667	0.333333333333333
chr19_40350000_40550000	chr19	40350000	40550000	3	1
chr19_40550000_40650000	chr19	40550000	40650000	1	0
chr19_41550000_41650000	chr19	41550000	41650000	1	0
chr19_41950000_42250000	chr19	41950000	42250000	1.4	0.2
chr19_43050000_43150000	chr19	43050000	43150000	1	0
chr19_43150000_43250000	chr19	43150000	43250000	1	0
chr19_43350000_43450000	chr19	43350000	43450000	1	0
chr19_43450000_43650000	chr19	43450000	43650000	1	0
chr19_43650000_43750000	chr19	43650000	43750000	1	0
chr19_45450000_45650000	chr19	45450000	45650000	2.55555555555556	0.777777777777778
chr19_46350000_46450000	chr19	46350000	46450000	2.6	0.8
chr19_46450000_46650000	chr19	46450000	46650000	1.66666666666667	0.333333333333333
chr19_46650000_46750000	chr19	46650000	46750000	1	0
chr19_46750000_46850000	chr19	46750000	46850000	3	1
chr19_46850000_46950000	chr19	46850000	46950000	2	0.5
chr19_47450000_47550000	chr19	47450000	47550000	3	1
chr19_48550000_48650000	chr19	48550000	48650000	3	1
chr19_48650000_48750000	chr19	48650000	48750000	1	0
chr19_49650000_49750000	chr19	49650000	49750000	3	1
chr19_49750000_49850000	chr19	49750000	49850000	2.33333333333333	0.666666666666667
chr19_50750000_50850000	chr19	50750000	50850000	3	1
chr19_51050000_51250000	chr19	51050000	51250000	3	1
chr19_51250000_51350000	chr19	51250000	51350000	1.8	0.4
chr19_51350000_51450000	chr19	51350000	51450000	1	0
chr19_51650000_51750000	chr19	51650000	51750000	1	0
chr19_51750000_51850000	chr19	51750000	51850000	3	1
chr19_51850000_52150000	chr19	51850000	52150000	1.22222222222222	0.111111111111111
chr19_52750000_53850000	chr19	52750000	53850000	1	0
chr19_53950000_54050000	chr19	53950000	54050000	1	0
chr19_54050000_54150000	chr19	54050000	54150000	1	0
chr19_54350000_54450000	chr19	54350000	54450000	3	1
chr19_55250000_55350000	chr19	55250000	55350000	1	0
chr19_55350000_55550000	chr19	55350000	55550000	1	0
chr19_55550000_55950000	chr19	55550000	55950000	2.78947368421053	0.894736842105263
chr19_55950000_56050000	chr19	55950000	56050000	2.6	0.8
chr19_56350000_56450000	chr19	56350000	56450000	1	0
chr19_57750000_57850000	chr19	57750000	57850000	1	0
chr19_57850000_59118983	chr19	57850000	59118983	1.29787234042553	0.148936170212766
chr2_0_550000	chr2	0	550000	3	1
chr2_650000_1450000	chr2	650000	1450000	3	1
chr2_5750000_5850000	chr2	5750000	5850000	3	1
chr2_13350000_15050000	chr2	13350000	15050000	3	1
chr2_19550000_19950000	chr2	19550000	19950000	3	1
chr2_21350000_21450000	chr2	21350000	21450000	3	1
chr2_24150000_24250000	chr2	24150000	24250000	3	1
chr2_24250000_24450000	chr2	24250000	24450000	2.5	0.75
chr2_25550000_25750000	chr2	25550000	25750000	3	1
chr2_29350000_29450000	chr2	29350000	29450000	3	1
chr2_32150000_32450000	chr2	32150000	32450000	3	1
chr2_39250000_39350000	chr2	39250000	39350000	3	1
chr2_44250000_44550000	chr2	44250000	44550000	3	1
chr2_46750000_46850000	chr2	46750000	46850000	3	1
chr2_48950000_49150000	chr2	48950000	49150000	3	1
chr2_49150000_49750000	chr2	49150000	49750000	3	1
chr2_54150000_54650000	chr2	54150000	54650000	2.5	0.75
chr2_55050000_55150000	chr2	55050000	55150000	3	1
chr2_58450000_58650000	chr2	58450000	58650000	3	1
chr2_61350000_61650000	chr2	61350000	61650000	2.5	0.75
chr2_63250000_63550000	chr2	63250000	63550000	3	1
chr2_64850000_65050000	chr2	64850000	65050000	3	1
chr2_66650000_68150000	chr2	66650000	68150000	3	1
chr2_69850000_69950000	chr2	69850000	69950000	3	1
chr2_70150000_70350000	chr2	70150000	70350000	2.33333333333333	0.666666666666667
chr2_70950000_71050000	chr2	70950000	71050000	2	0.5
chr2_71350000_71650000	chr2	71350000	71650000	3	1
chr2_72350000_72450000	chr2	72350000	72450000	3	1
chr2_75250000_75550000	chr2	75250000	75550000	3	1
chr2_75650000_75750000	chr2	75650000	75750000	3	1
chr2_79350000_79450000	chr2	79350000	79450000	1	0
chr2_80350000_80750000	chr2	80350000	80750000	3	1
chr2_85950000_86050000	chr2	85950000	86050000	3	1
chr2_86950000_87050000	chr2	86950000	87050000	1.66666666666667	0.333333333333333
chr2_88250000_88350000	chr2	88250000	88350000	1	0
chr2_88350000_88450000	chr2	88350000	88450000	3	1
chr2_88450000_88550000	chr2	88450000	88550000	3	1
chr2_88750000_88850000	chr2	88750000	88850000	1	0
chr2_88850000_88950000	chr2	88850000	88950000	3	1
chr2_95450000_96050000	chr2	95450000	96050000	2	0.5
chr2_96050000_96150000	chr2	96050000	96150000	1	0
chr2_96650000_97150000	chr2	96650000	97150000	2.81818181818182	0.909090909090909
chr2_97150000_97250000	chr2	97150000	97250000	3	1
chr2_97250000_97450000	chr2	97250000	97450000	3	1
chr2_102650000_102950000	chr2	102650000	102950000	2	0.5
chr2_103150000_103250000	chr2	103150000	103250000	1	0
chr2_108450000_108650000	chr2	108450000	108650000	2	0.5
chr2_108950000_109050000	chr2	108950000	109050000	1	0
chr2_109050000_109150000	chr2	109050000	109150000	3	1
chr2_109450000_109550000	chr2	109450000	109550000	3	1
chr2_110050000_110350000	chr2	110050000	110350000	3	1
chr2_118750000_118850000	chr2	118750000	118850000	3	1
chr2_127250000_127650000	chr2	127250000	127650000	3	1
chr2_127950000_128150000	chr2	127950000	128150000	3	1
chr2_128750000_128850000	chr2	128750000	128850000	3	1
chr2_129050000_129150000	chr2	129050000	129150000	3	1
chr2_132850000_132950000	chr2	132850000	132950000	1	0
chr2_134850000_135150000	chr2	134850000	135150000	3	1
chr2_135750000_136350000	chr2	135750000	136350000	3	1
chr2_148750000_149150000	chr2	148750000	149150000	3	1
chr2_151250000_151350000	chr2	151250000	151350000	3	1
chr2_154850000_154950000	chr2	154850000	154950000	3	1
chr2_155350000_155650000	chr2	155350000	155650000	3	1
chr2_157250000_157950000	chr2	157250000	157950000	3	1
chr2_158350000_158550000	chr2	158350000	158550000	3	1
chr2_160050000_160150000	chr2	160050000	160150000	3	1
chr2_160150000_160550000	chr2	160150000	160550000	3	1
chr2_160550000_160650000	chr2	160550000	160650000	2.33333333333333	0.666666666666667
chr2_160950000_161850000	chr2	160950000	161850000	3	1
chr2_164050000_165150000	chr2	164050000	165150000	3	1
chr2_165250000_165350000	chr2	165250000	165350000	3	1
chr2_168550000_168950000	chr2	168550000	168950000	3	1
chr2_169550000_169650000	chr2	169550000	169650000	3	1
chr2_170350000_170550000	chr2	170350000	170550000	3	1
chr2_174250000_175150000	chr2	174250000	175150000	3	1
chr2_178250000_178350000	chr2	178250000	178350000	3	1
chr2_179850000_180050000	chr2	179850000	180050000	3	1
chr2_180250000_180550000	chr2	180250000	180550000	3	1
chr2_186550000_186650000	chr2	186550000	186650000	1	0
chr2_189950000_190150000	chr2	189950000	190150000	3	1
chr2_190850000_191050000	chr2	190850000	191050000	3	1
chr2_191150000_191650000	chr2	191150000	191650000	3	1
chr2_192050000_192250000	chr2	192050000	192250000	3	1
chr2_197750000_197850000	chr2	197750000	197850000	3	1
chr2_202150000_202450000	chr2	202150000	202450000	2.6	0.8
chr2_203450000_203950000	chr2	203450000	203950000	3	1
chr2_204350000_204650000	chr2	204350000	204650000	3	1
chr2_207050000_207350000	chr2	207050000	207350000	3	1
chr2_208650000_208850000	chr2	208650000	208850000	3	1
chr2_210450000_210750000	chr2	210450000	210750000	3	1
chr2_214850000_215450000	chr2	214850000	215450000	3	1
chr2_215450000_215850000	chr2	215450000	215850000	3	1
chr2_217350000_217450000	chr2	217350000	217450000	3	1
chr2_219450000_219550000	chr2	219450000	219550000	3	1
chr2_219550000_219650000	chr2	219550000	219650000	3	1
chr2_219850000_220150000	chr2	219850000	220150000	2.875	0.9375
chr2_223050000_223350000	chr2	223050000	223350000	2.33333333333333	0.666666666666667
chr2_223950000_224150000	chr2	223950000	224150000	3	1
chr2_224150000_224550000	chr2	224150000	224550000	3	1
chr2_227850000_227950000	chr2	227850000	227950000	3	1
chr2_228450000_228550000	chr2	228450000	228550000	2	0.5
chr2_234250000_234350000	chr2	234250000	234350000	3	1
chr2_234450000_234550000	chr2	234450000	234550000	1	0
chr2_238250000_238350000	chr2	238250000	238350000	3	1
chr2_238450000_238550000	chr2	238450000	238550000	3	1
chr2_239350000_239450000	chr2	239350000	239450000	3	1
chr2_240150000_240950000	chr2	240150000	240950000	3	1
chr2_241850000_242050000	chr2	241850000	242050000	3	1
chr2_242050000_242150000	chr2	242050000	242150000	3	1
chr2_242150000_242350000	chr2	242150000	242350000	3	1
chr20_0_650000	chr20	0	650000	2.06666666666667	0.533333333333333
chr20_650000_750000	chr20	650000	750000	3	1
chr20_750000_950000	chr20	750000	950000	3	1
chr20_1150000_1250000	chr20	1150000	1250000	2	0.5
chr20_1250000_1350000	chr20	1250000	1350000	3	1
chr20_1850000_2150000	chr20	1850000	2150000	2	0.5
chr20_2150000_2450000	chr20	2150000	2450000	1	0
chr20_2750000_2850000	chr20	2750000	2850000	2.2	0.6
chr20_3150000_3250000	chr20	3150000	3250000	3	1
chr20_4150000_4250000	chr20	4150000	4250000	3	1
chr20_11650000_12650000	chr20	11650000	12650000	3	1
chr20_13150000_13650000	chr20	13150000	13650000	3	1
chr20_15650000_16350000	chr20	15650000	16350000	3	1
chr20_16850000_17250000	chr20	16850000	17250000	3	1
chr20_17550000_17650000	chr20	17550000	17650000	3	1
chr20_17650000_17850000	chr20	17650000	17850000	3	1
chr20_18550000_18850000	chr20	18550000	18850000	2	0.5
chr20_20150000_20450000	chr20	20150000	20450000	3	1
chr20_22950000_23050000	chr20	22950000	23050000	3	1
chr20_23050000_23250000	chr20	23050000	23250000	3	1
chr20_23750000_23950000	chr20	23750000	23950000	1	0
chr20_25250000_25350000	chr20	25250000	25350000	3	1
chr20_25350000_25650000	chr20	25350000	25650000	3	1
chr20_25650000_25750000	chr20	25650000	25750000	3	1
chr20_30050000_30650000	chr20	30050000	30650000	2.84615384615385	0.923076923076923
chr20_30750000_30950000	chr20	30750000	30950000	3	1
chr20_31150000_31250000	chr20	31150000	31250000	3	1
chr20_32350000_32450000	chr20	32350000	32450000	3	1
