"chr"	"start"	"end"	"TAD"	"Length"
"477"	"chr12"	11207000	12064000	"TAD 477"	857000
"478"	"chr12"	12141000	12386000	"TAD 478"	245000
"479"	"chr12"	12427000	13200000	"TAD 479"	773000
"480"	"chr12"	13337000	15451000	"TAD 480"	2114000
"481"	"chr12"	15562000	16506000	"TAD 481"	944000
"482"	"chr12"	16573000	17251000	"TAD 482"	678000
"483"	"chr12"	17349000	17757000	"TAD 483"	408000
"484"	"chr12"	18227000	20869000	"TAD 484"	2642000
"485"	"chr12"	21151000	21493000	"TAD 485"	342000
"486"	"chr12"	21568000	24955000	"TAD 486"	3387000
"487"	"chr12"	25081000	26315000	"TAD 487"	1234000
"488"	"chr12"	26322000	26383000	"TAD 488"	61000
"489"	"chr12"	26503000	28419000	"TAD 489"	1916000
"490"	"chr12"	28627000	29875000	"TAD 490"	1248000
"491"	"chr12"	29911000	30571000	"TAD 491"	660000
"492"	"chr12"	30599000	30971000	"TAD 492"	372000
"493"	"chr12"	31115000	31902000	"TAD 493"	787000
"494"	"chr12"	31980000	32888000	"TAD 494"	908000
"495"	"chr12"	32917000	33380000	"TAD 495"	463000
"496"	"chr12"	33518000	35174000	"TAD 496"	1656000
"497"	"chr12"	35246000	35795000	"TAD 497"	549000
"498"	"chr12"	35897000	36178000	"TAD 498"	281000
"499"	"chr12"	36220000	36689000	"TAD 499"	469000
"500"	"chr12"	36703000	38086000	"TAD 500"	1383000
"501"	"chr12"	38175000	39450000	"TAD 501"	1275000
"502"	"chr12"	39550000	40156000	"TAD 502"	606000
"503"	"chr12"	40257000	40801000	"TAD 503"	544000
"504"	"chr12"	40855000	44119000	"TAD 504"	3264000
"505"	"chr12"	44287000	44576000	"TAD 505"	289000
"506"	"chr12"	44605000	44677000	"TAD 506"	72000
"507"	"chr12"	44800000	45168000	"TAD 507"	368000
"508"	"chr12"	45238000	49149000	"TAD 508"	3911000
"509"	"chr12"	49389000	51197000	"TAD 509"	1808000
"510"	"chr12"	51386000	51950000	"TAD 510"	564000
"511"	"chr12"	52064000	52865000	"TAD 511"	801000
"512"	"chr12"	52960000	54046000	"TAD 512"	1086000
"513"	"chr12"	54100000	54556000	"TAD 513"	456000
"514"	"chr12"	54825000	55051000	"TAD 514"	226000
"515"	"chr12"	55336000	55785000	"TAD 515"	449000
"516"	"chr12"	55901000	56696000	"TAD 516"	795000
"517"	"chr12"	56722000	57164000	"TAD 517"	442000
"518"	"chr12"	57279000	58893000	"TAD 518"	1614000
"519"	"chr12"	59050000	59176000	"TAD 519"	126000
"520"	"chr12"	59338000	61727000	"TAD 520"	2389000
"521"	"chr12"	61826000	64792000	"TAD 521"	2966000
"522"	"chr12"	64982000	65139000	"TAD 522"	157000
"523"	"chr12"	65299000	69055000	"TAD 523"	3756000
"524"	"chr12"	69222000	69667000	"TAD 524"	445000
"525"	"chr12"	69734000	70460000	"TAD 525"	726000
"526"	"chr12"	70486000	70883000	"TAD 526"	397000
"527"	"chr12"	71016000	71132000	"TAD 527"	116000
"528"	"chr12"	71221000	71708000	"TAD 528"	487000
"529"	"chr12"	71770000	72066000	"TAD 529"	296000
"530"	"chr12"	72090000	72707000	"TAD 530"	617000
"531"	"chr12"	72710000	72994000	"TAD 531"	284000
"532"	"chr12"	73008000	73513000	"TAD 532"	505000
"533"	"chr12"	73597000	73993000	"TAD 533"	396000
"534"	"chr12"	74033000	74285000	"TAD 534"	252000
"535"	"chr12"	74348000	75382000	"TAD 535"	1034000
"536"	"chr12"	75457000	76364000	"TAD 536"	907000
"537"	"chr12"	76381000	76819000	"TAD 537"	438000
"538"	"chr12"	76820000	7.7e+07	"TAD 538"	180000
"539"	"chr12"	77012000	78771000	"TAD 539"	1759000
"540"	"chr12"	78908000	79124000	"TAD 540"	216000
"541"	"chr12"	79176000	79272000	"TAD 541"	96000
"542"	"chr12"	79381000	80106000	"TAD 542"	725000
"543"	"chr12"	80180000	80403000	"TAD 543"	223000
"544"	"chr12"	80477000	80717000	"TAD 544"	240000
"545"	"chr12"	80739000	80896000	"TAD 545"	157000
"546"	"chr12"	8.1e+07	81405000	"TAD 546"	405000
"547"	"chr12"	81599000	81965000	"TAD 547"	366000
"548"	"chr12"	82079000	82455000	"TAD 548"	376000
"549"	"chr12"	82519000	82998000	"TAD 549"	479000
"550"	"chr12"	83096000	83472000	"TAD 550"	376000
"551"	"chr12"	83542000	86657000	"TAD 551"	3115000
"552"	"chr12"	86736000	86990000	"TAD 552"	254000
"553"	"chr12"	87051000	87395000	"TAD 553"	344000
"554"	"chr12"	87573000	88139000	"TAD 554"	566000
"555"	"chr12"	88407000	89389000	"TAD 555"	982000
"556"	"chr12"	89518000	91299000	"TAD 556"	1781000
"557"	"chr12"	91407000	91798000	"TAD 557"	391000
"558"	"chr12"	91926000	95712000	"TAD 558"	3786000
"559"	"chr12"	95768000	98181000	"TAD 559"	2413000
"560"	"chr12"	98268000	98601000	"TAD 560"	333000
"561"	"chr12"	98657000	99848000	"TAD 561"	1191000
"562"	"chr12"	99928000	100108000	"TAD 562"	180000
"563"	"chr12"	100155000	101040000	"TAD 563"	885000
"564"	"chr12"	101243000	101710000	"TAD 564"	467000
"565"	"chr12"	101738000	101906000	"TAD 565"	168000
"566"	"chr12"	102012000	102373000	"TAD 566"	361000
"567"	"chr12"	102493000	102740000	"TAD 567"	247000
"568"	"chr12"	102809000	103380000	"TAD 568"	571000
"569"	"chr12"	103398000	103662000	"TAD 569"	264000
"570"	"chr12"	103998000	104354000	"TAD 570"	356000
"571"	"chr12"	104461000	105026000	"TAD 571"	565000
"572"	"chr12"	105040000	105777000	"TAD 572"	737000
"573"	"chr12"	105837000	1.08e+08	"TAD 573"	2163000
"574"	"chr12"	108030000	108103000	"TAD 574"	73000
"575"	"chr12"	108200000	108520000	"TAD 575"	320000
"576"	"chr12"	108580000	108791000	"TAD 576"	211000
"577"	"chr12"	108802000	108886000	"TAD 577"	84000
"578"	"chr12"	108902000	109338000	"TAD 578"	436000
"579"	"chr12"	109413000	110344000	"TAD 579"	931000
"580"	"chr12"	110444000	110846000	"TAD 580"	402000
"581"	"chr12"	110874000	111512000	"TAD 581"	638000
"582"	"chr12"	111549000	112628000	"TAD 582"	1079000
"583"	"chr12"	112646000	113127000	"TAD 583"	481000
"584"	"chr12"	113288000	113478000	"TAD 584"	190000
"585"	"chr12"	113500000	114645000	"TAD 585"	1145000
"586"	"chr12"	114706000	115017000	"TAD 586"	311000
"587"	"chr12"	115221000	115483000	"TAD 587"	262000
"588"	"chr12"	115496000	115856000	"TAD 588"	360000
"589"	"chr12"	116074000	116616000	"TAD 589"	542000
"590"	"chr12"	116672000	117338000	"TAD 590"	666000
"591"	"chr12"	117406000	117773000	"TAD 591"	367000
"592"	"chr12"	117847000	118840000	"TAD 592"	993000
"593"	"chr12"	118962000	120129022	"TAD 593"	1167022
"594"	"chr13"	0	3299000	"TAD 594"	3299000
"595"	"chr13"	3544000	3602000	"TAD 595"	58000
"596"	"chr13"	3659000	3988000	"TAD 596"	329000
"597"	"chr13"	4021000	4610000	"TAD 597"	589000
"598"	"chr13"	4671000	6465000	"TAD 598"	1794000
"599"	"chr13"	6559000	6656000	"TAD 599"	97000
"600"	"chr13"	6800000	8730000	"TAD 600"	1930000
"601"	"chr13"	8966000	9159000	"TAD 601"	193000
"602"	"chr13"	9197000	9779000	"TAD 602"	582000
"603"	"chr13"	9916000	12435000	"TAD 603"	2519000
"604"	"chr13"	12468000	12541000	"TAD 604"	73000
"605"	"chr13"	12832000	12932000	"TAD 605"	1e+05
"606"	"chr13"	13090000	13226000	"TAD 606"	136000
"607"	"chr13"	13495000	13860000	"TAD 607"	365000
"608"	"chr13"	13970000	14183000	"TAD 608"	213000
"609"	"chr13"	14231000	14592000	"TAD 609"	361000
"610"	"chr13"	14708000	15740000	"TAD 610"	1032000
"611"	"chr13"	15796000	15951000	"TAD 611"	155000
"612"	"chr13"	16043000	17554000	"TAD 612"	1511000
"613"	"chr13"	17737000	17981000	"TAD 613"	244000
"614"	"chr13"	18066000	19188000	"TAD 614"	1122000
"615"	"chr13"	19361000	19646000	"TAD 615"	285000
"616"	"chr13"	19737000	20259000	"TAD 616"	522000
"617"	"chr13"	20314000	21037000	"TAD 617"	723000
"618"	"chr13"	21172000	21327000	"TAD 618"	155000
"619"	"chr13"	21367000	21670000	"TAD 619"	303000
"620"	"chr13"	21871000	22022000	"TAD 620"	151000
"621"	"chr13"	22228000	23179000	"TAD 621"	951000
"622"	"chr13"	23321000	23376000	"TAD 622"	55000
"623"	"chr13"	23407000	23517000	"TAD 623"	110000
"624"	"chr13"	23816000	24992000	"TAD 624"	1176000
"625"	"chr13"	25061000	27848000	"TAD 625"	2787000
"626"	"chr13"	28012000	29813000	"TAD 626"	1801000
"627"	"chr13"	29897000	30527000	"TAD 627"	630000
"628"	"chr13"	30566000	31583000	"TAD 628"	1017000
"629"	"chr13"	31704000	31775000	"TAD 629"	71000
"630"	"chr13"	31813000	32774000	"TAD 630"	961000
"631"	"chr13"	32894000	33160000	"TAD 631"	266000
"632"	"chr13"	33528000	33832000	"TAD 632"	304000
"633"	"chr13"	34004000	34160000	"TAD 633"	156000
"634"	"chr13"	34185000	34981000	"TAD 634"	796000
"635"	"chr13"	35096000	35939000	"TAD 635"	843000
"636"	"chr13"	36021000	37296000	"TAD 636"	1275000
"637"	"chr13"	37439000	37935000	"TAD 637"	496000
"638"	"chr13"	38020000	38620000	"TAD 638"	6e+05
"639"	"chr13"	38677000	40730000	"TAD 639"	2053000
"640"	"chr13"	40847000	41236000	"TAD 640"	389000
"641"	"chr13"	41302000	41575000	"TAD 641"	273000
"642"	"chr13"	41679000	43088000	"TAD 642"	1409000
"643"	"chr13"	43184000	44962000	"TAD 643"	1778000
"644"	"chr13"	45066000	45472000	"TAD 644"	406000
"645"	"chr13"	45590000	46624000	"TAD 645"	1034000
"646"	"chr13"	46769000	47036000	"TAD 646"	267000
"647"	"chr13"	47065000	48456000	"TAD 647"	1391000
"648"	"chr13"	48552000	49213000	"TAD 648"	661000
"649"	"chr13"	49217000	49639000	"TAD 649"	422000
"650"	"chr13"	49659000	49720000	"TAD 650"	61000
"651"	"chr13"	50084000	50164000	"TAD 651"	80000
"652"	"chr13"	50390000	50483000	"TAD 652"	93000
"653"	"chr13"	50975000	51591000	"TAD 653"	616000
"654"	"chr13"	51679000	51815000	"TAD 654"	136000
"655"	"chr13"	51847000	52237000	"TAD 655"	390000
"656"	"chr13"	52259000	52636000	"TAD 656"	377000
"657"	"chr13"	52665000	53027000	"TAD 657"	362000
"658"	"chr13"	53110000	53362000	"TAD 658"	252000
"659"	"chr13"	53458000	54028000	"TAD 659"	570000
"660"	"chr13"	54101000	54446000	"TAD 660"	345000
"661"	"chr13"	54503000	54671000	"TAD 661"	168000
"662"	"chr13"	54793000	55078000	"TAD 662"	285000
"663"	"chr13"	55107000	55282000	"TAD 663"	175000
"664"	"chr13"	55369000	55589000	"TAD 664"	220000
"665"	"chr13"	55601000	55686000	"TAD 665"	85000
"666"	"chr13"	55797000	56751000	"TAD 666"	954000
"667"	"chr13"	56799000	57921000	"TAD 667"	1122000
"668"	"chr13"	58009000	58115000	"TAD 668"	106000
"669"	"chr13"	58158000	58556000	"TAD 669"	398000
"670"	"chr13"	58670000	59399000	"TAD 670"	729000
"671"	"chr13"	59511000	59770000	"TAD 671"	259000
"672"	"chr13"	59905000	60814000	"TAD 672"	909000
"673"	"chr13"	60978000	61586000	"TAD 673"	608000
"674"	"chr13"	61835000	61911000	"TAD 674"	76000
"675"	"chr13"	62231000	62352000	"TAD 675"	121000
"676"	"chr13"	62887000	63360000	"TAD 676"	473000
"677"	"chr13"	63472000	64049000	"TAD 677"	577000
"678"	"chr13"	64179000	64414000	"TAD 678"	235000
"679"	"chr13"	64461000	65239000	"TAD 679"	778000
"680"	"chr13"	65328000	66641000	"TAD 680"	1313000
"681"	"chr13"	66916000	67139000	"TAD 681"	223000
"682"	"chr13"	67156000	67883000	"TAD 682"	727000
"683"	"chr13"	68147000	68338000	"TAD 683"	191000
"684"	"chr13"	68638000	69419000	"TAD 684"	781000
"685"	"chr13"	69519000	69660000	"TAD 685"	141000
"686"	"chr13"	69744000	70579000	"TAD 686"	835000
"687"	"chr13"	70612000	72617000	"TAD 687"	2005000
"688"	"chr13"	72618000	73317000	"TAD 688"	699000
"689"	"chr13"	73356000	74300000	"TAD 689"	944000
"690"	"chr13"	74646000	75908000	"TAD 690"	1262000
"691"	"chr13"	75963000	76689000	"TAD 691"	726000
"692"	"chr13"	76809000	78214000	"TAD 692"	1405000
"693"	"chr13"	78229000	80750000	"TAD 693"	2521000
"694"	"chr13"	80892000	81764000	"TAD 694"	872000
"695"	"chr13"	81918000	83642000	"TAD 695"	1724000
"696"	"chr13"	83750000	89511000	"TAD 696"	5761000
"697"	"chr13"	89615000	90852000	"TAD 697"	1237000
"698"	"chr13"	90976000	91722000	"TAD 698"	746000
"699"	"chr13"	91727000	91827000	"TAD 699"	1e+05
"700"	"chr13"	91828000	93770000	"TAD 700"	1942000
"701"	"chr13"	93772000	94960000	"TAD 701"	1188000
"702"	"chr13"	94984000	95946000	"TAD 702"	962000
"703"	"chr13"	96037000	97023000	"TAD 703"	986000
"704"	"chr13"	97241000	97951000	"TAD 704"	710000
"705"	"chr13"	97970000	98249000	"TAD 705"	279000
"706"	"chr13"	98324000	98801000	"TAD 706"	477000
"707"	"chr13"	98856000	99306000	"TAD 707"	450000
"708"	"chr13"	99373000	99833000	"TAD 708"	460000
"709"	"chr13"	99868000	100086000	"TAD 709"	218000
"710"	"chr13"	100220000	100350000	"TAD 710"	130000
"711"	"chr13"	100500000	100778000	"TAD 711"	278000
"712"	"chr13"	100967000	101690000	"TAD 712"	723000
"713"	"chr13"	101737000	102625000	"TAD 713"	888000
"714"	"chr13"	102694000	103642000	"TAD 714"	948000
"715"	"chr13"	103776000	104089000	"TAD 715"	313000
"716"	"chr13"	104311000	106680000	"TAD 716"	2369000
"717"	"chr13"	106860000	107069000	"TAD 717"	209000
"718"	"chr13"	107144000	108327000	"TAD 718"	1183000
"719"	"chr13"	108458000	109186000	"TAD 719"	728000
"720"	"chr13"	109242000	110044000	"TAD 720"	802000
"721"	"chr13"	110052000	110344000	"TAD 721"	292000
"722"	"chr13"	110415000	111378000	"TAD 722"	963000
"723"	"chr13"	111508000	111736000	"TAD 723"	228000
"724"	"chr13"	111795000	112245000	"TAD 724"	450000
"725"	"chr13"	112290000	112623000	"TAD 725"	333000
"726"	"chr13"	112673000	1.13e+08	"TAD 726"	327000
"727"	"chr13"	113048000	113256000	"TAD 727"	208000
"728"	"chr13"	113322000	113858000	"TAD 728"	536000
"729"	"chr13"	113891000	116701000	"TAD 729"	2810000
"730"	"chr13"	116758000	118341000	"TAD 730"	1583000
"731"	"chr13"	118419000	119363000	"TAD 731"	944000
"732"	"chr13"	119635000	119785000	"TAD 732"	150000
"733"	"chr13"	120042000	120421639	"TAD 733"	379639
"734"	"chr14"	0	11542000	"TAD 734"	11542000
"735"	"chr14"	11552000	12530000	"TAD 735"	978000
"736"	"chr14"	12606000	13213000	"TAD 736"	607000
"737"	"chr14"	13363000	13911000	"TAD 737"	548000
"738"	"chr14"	13966000	14105000	"TAD 738"	139000
"739"	"chr14"	14258000	16384000	"TAD 739"	2126000
"740"	"chr14"	16436000	17391000	"TAD 740"	955000
"741"	"chr14"	17403000	18124000	"TAD 741"	721000
"742"	"chr14"	18276000	18981000	"TAD 742"	705000
"743"	"chr14"	19190000	19386000	"TAD 743"	196000
"744"	"chr14"	19709000	20068000	"TAD 744"	359000
"745"	"chr14"	20089000	20281000	"TAD 745"	192000
"746"	"chr14"	20404000	21017000	"TAD 746"	613000
"747"	"chr14"	21166000	21744000	"TAD 747"	578000
"748"	"chr14"	21998000	23503000	"TAD 748"	1505000
"749"	"chr14"	23592000	24008000	"TAD 749"	416000
"750"	"chr14"	24078000	24281000	"TAD 750"	203000
"751"	"chr14"	24509000	26648000	"TAD 751"	2139000
"752"	"chr14"	26724000	27427000	"TAD 752"	703000
"753"	"chr14"	27536000	27743000	"TAD 753"	207000
"754"	"chr14"	27849000	29931000	"TAD 754"	2082000
"755"	"chr14"	30012000	30456000	"TAD 755"	444000
"756"	"chr14"	30529000	30939000	"TAD 756"	410000
"757"	"chr14"	31031000	31610000	"TAD 757"	579000
"758"	"chr14"	31611000	32067000	"TAD 758"	456000
"759"	"chr14"	32219000	32477000	"TAD 759"	258000
"760"	"chr14"	32604000	33412000	"TAD 760"	808000
"761"	"chr14"	33467000	33950000	"TAD 761"	483000
"762"	"chr14"	33957000	34758000	"TAD 762"	801000
"763"	"chr14"	34842000	37095000	"TAD 763"	2253000
"764"	"chr14"	37221000	39452000	"TAD 764"	2231000
"765"	"chr14"	39538000	41039000	"TAD 765"	1501000
"766"	"chr14"	41091000	41166000	"TAD 766"	75000
"767"	"chr14"	41176000	43798000	"TAD 767"	2622000
"768"	"chr14"	43938000	44285000	"TAD 768"	347000
"769"	"chr14"	44469000	44523000	"TAD 769"	54000
"770"	"chr14"	44859000	45196000	"TAD 770"	337000
"771"	"chr14"	45335000	45759000	"TAD 771"	424000
"772"	"chr14"	45828000	46712000	"TAD 772"	884000
"773"	"chr14"	46845000	47166000	"TAD 773"	321000
"774"	"chr14"	47313000	47558000	"TAD 774"	245000
"775"	"chr14"	47594000	47647000	"TAD 775"	53000
"776"	"chr14"	47770000	48363000	"TAD 776"	593000
"777"	"chr14"	48367000	49125000	"TAD 777"	758000
"778"	"chr14"	49249000	49761000	"TAD 778"	512000
"779"	"chr14"	49919000	50641000	"TAD 779"	722000
"780"	"chr14"	50820000	51066000	"TAD 780"	246000
"781"	"chr14"	51280000	51468000	"TAD 781"	188000
"782"	"chr14"	51907000	52320000	"TAD 782"	413000
"783"	"chr14"	52562000	52618000	"TAD 783"	56000
"784"	"chr14"	52819000	53352000	"TAD 784"	533000
"785"	"chr14"	53457000	53568000	"TAD 785"	111000
"786"	"chr14"	53833000	54545000	"TAD 786"	712000
"787"	"chr14"	54551000	54640000	"TAD 787"	89000
"788"	"chr14"	54663000	55100000	"TAD 788"	437000
"789"	"chr14"	55150000	55456000	"TAD 789"	306000
"790"	"chr14"	55575000	55909000	"TAD 790"	334000
"791"	"chr14"	56074000	56810000	"TAD 791"	736000
"792"	"chr14"	56898000	57075000	"TAD 792"	177000
"793"	"chr14"	57080000	57637000	"TAD 793"	557000
"794"	"chr14"	57689000	57906000	"TAD 794"	217000
"795"	"chr14"	58079000	59112000	"TAD 795"	1033000
"796"	"chr14"	59357000	59586000	"TAD 796"	229000
"797"	"chr14"	59614000	60762000	"TAD 797"	1148000
"798"	"chr14"	60804000	61295000	"TAD 798"	491000
"799"	"chr14"	61332000	61549000	"TAD 799"	217000
"800"	"chr14"	61585000	62466000	"TAD 800"	881000
"801"	"chr14"	62494000	62960000	"TAD 801"	466000
"802"	"chr14"	63055000	64092000	"TAD 802"	1037000
"803"	"chr14"	64129000	66293000	"TAD 803"	2164000
"804"	"chr14"	66385000	66763000	"TAD 804"	378000
"805"	"chr14"	66816000	66953000	"TAD 805"	137000
"806"	"chr14"	67022000	67188000	"TAD 806"	166000
"807"	"chr14"	67254000	67638000	"TAD 807"	384000
"808"	"chr14"	67719000	70658000	"TAD 808"	2939000
"809"	"chr14"	70853000	72511000	"TAD 809"	1658000
"810"	"chr14"	72626000	73487000	"TAD 810"	861000
"811"	"chr14"	73700000	74678000	"TAD 811"	978000
"812"	"chr14"	74758000	75004000	"TAD 812"	246000
"813"	"chr14"	75074000	75695000	"TAD 813"	621000
"814"	"chr14"	75878000	76127000	"TAD 814"	249000
"815"	"chr14"	76153000	76446000	"TAD 815"	293000
"816"	"chr14"	76517000	77003000	"TAD 816"	486000
"817"	"chr14"	77129000	78483000	"TAD 817"	1354000
"818"	"chr14"	78587000	79335000	"TAD 818"	748000
"819"	"chr14"	79394000	80218000	"TAD 819"	824000
"820"	"chr14"	80256000	84361000	"TAD 820"	4105000
"821"	"chr14"	84455000	87421000	"TAD 821"	2966000
"822"	"chr14"	87496000	88977000	"TAD 822"	1481000
"823"	"chr14"	89061000	93889000	"TAD 823"	4828000
"824"	"chr14"	93966000	96897000	"TAD 824"	2931000
"825"	"chr14"	96991000	98988000	"TAD 825"	1997000
"826"	"chr14"	99141000	99896000	"TAD 826"	755000
"827"	"chr14"	99949000	101375000	"TAD 827"	1426000
"828"	"chr14"	101501000	102971000	"TAD 828"	1470000
"829"	"chr14"	103068000	103713000	"TAD 829"	645000
"830"	"chr14"	103721000	104031000	"TAD 830"	310000
"831"	"chr14"	104037000	105295000	"TAD 831"	1258000
"832"	"chr14"	105328000	105925000	"TAD 832"	597000
"833"	"chr14"	105926000	106419000	"TAD 833"	493000
"834"	"chr14"	106514000	109737000	"TAD 834"	3223000
"835"	"chr14"	109879000	110748000	"TAD 835"	869000
"836"	"chr14"	110858000	110941000	"TAD 836"	83000
"837"	"chr14"	110994000	114781000	"TAD 837"	3787000
"838"	"chr14"	114813000	117950000	"TAD 838"	3137000
"839"	"chr14"	118207000	118926000	"TAD 839"	719000
"840"	"chr14"	119082000	120053000	"TAD 840"	971000
"841"	"chr14"	120082000	120731000	"TAD 841"	649000
"842"	"chr14"	120833000	121791000	"TAD 842"	958000
"843"	"chr14"	121862000	123326000	"TAD 843"	1464000
"844"	"chr14"	123381000	124902244	"TAD 844"	1521244
"845"	"chr15"	0	3880000	"TAD 845"	3880000
"846"	"chr15"	3975000	5045000	"TAD 846"	1070000
"847"	"chr15"	5273000	6186000	"TAD 847"	913000
"848"	"chr15"	6221000	6797000	"TAD 848"	576000
"849"	"chr15"	6898000	7811000	"TAD 849"	913000
"850"	"chr15"	7957000	8039000	"TAD 850"	82000
"851"	"chr15"	8122000	8983000	"TAD 851"	861000
"852"	"chr15"	9074000	10360000	"TAD 852"	1286000
"853"	"chr15"	10510000	11350000	"TAD 853"	840000
"854"	"chr15"	11426000	11957000	"TAD 854"	531000
"855"	"chr15"	11974000	12793000	"TAD 855"	819000
"856"	"chr15"	12988000	13083000	"TAD 856"	95000
"857"	"chr15"	13100000	15234000	"TAD 857"	2134000
"858"	"chr15"	15246000	21400000	"TAD 858"	6154000
"859"	"chr15"	21555000	23457000	"TAD 859"	1902000
"860"	"chr15"	23497000	25414000	"TAD 860"	1917000
"861"	"chr15"	25438000	25958000	"TAD 861"	520000
"862"	"chr15"	26040000	27201000	"TAD 862"	1161000
"863"	"chr15"	27326000	28186000	"TAD 863"	860000
"864"	"chr15"	28269000	29951000	"TAD 864"	1682000
"865"	"chr15"	30019000	31249000	"TAD 865"	1230000
"866"	"chr15"	31307000	31583000	"TAD 866"	276000
"867"	"chr15"	31730000	32697000	"TAD 867"	967000
"868"	"chr15"	32862000	33909000	"TAD 868"	1047000
"869"	"chr15"	34042000	34422000	"TAD 869"	380000
"870"	"chr15"	34573000	36122000	"TAD 870"	1549000
"871"	"chr15"	36186000	37073000	"TAD 871"	887000
"872"	"chr15"	37115000	37352000	"TAD 872"	237000
"873"	"chr15"	37359000	37838000	"TAD 873"	479000
"874"	"chr15"	37986000	38511000	"TAD 874"	525000
"875"	"chr15"	38524000	38685000	"TAD 875"	161000
"876"	"chr15"	38719000	39298000	"TAD 876"	579000
"877"	"chr15"	39388000	39840000	"TAD 877"	452000
"878"	"chr15"	39879000	40132000	"TAD 878"	253000
"879"	"chr15"	40233000	41051000	"TAD 879"	818000
"880"	"chr15"	41194000	41967000	"TAD 880"	773000
"881"	"chr15"	42035000	42903000	"TAD 881"	868000
"882"	"chr15"	42968000	44388000	"TAD 882"	1420000
"883"	"chr15"	44448000	44821000	"TAD 883"	373000
"884"	"chr15"	44854000	48787000	"TAD 884"	3933000
"885"	"chr15"	48915000	52156000	"TAD 885"	3241000
"886"	"chr15"	52193000	52456000	"TAD 886"	263000
"887"	"chr15"	52545000	54992000	"TAD 887"	2447000
"888"	"chr15"	55102000	55541000	"TAD 888"	439000
"889"	"chr15"	55611000	56046000	"TAD 889"	435000
"890"	"chr15"	56086000	57506000	"TAD 890"	1420000
"891"	"chr15"	57612000	58046000	"TAD 891"	434000
"892"	"chr15"	58156000	58845000	"TAD 892"	689000
"893"	"chr15"	58963000	59297000	"TAD 893"	334000
"894"	"chr15"	59406000	59863000	"TAD 894"	457000
"895"	"chr15"	59885000	61060000	"TAD 895"	1175000
"896"	"chr15"	61108000	61877000	"TAD 896"	769000
"897"	"chr15"	61987000	63737000	"TAD 897"	1750000
"898"	"chr15"	63964000	64633000	"TAD 898"	669000
"899"	"chr15"	64705000	65697000	"TAD 899"	992000
"900"	"chr15"	65749000	66528000	"TAD 900"	779000
"901"	"chr15"	66672000	67153000	"TAD 901"	481000
"902"	"chr15"	67184000	68226000	"TAD 902"	1042000
"903"	"chr15"	68434000	68886000	"TAD 903"	452000
"904"	"chr15"	68901000	73012000	"TAD 904"	4111000
"905"	"chr15"	73069000	73207000	"TAD 905"	138000
"906"	"chr15"	73208000	73784000	"TAD 906"	576000
"907"	"chr15"	73825000	74473000	"TAD 907"	648000
"908"	"chr15"	74555000	74746000	"TAD 908"	191000
"909"	"chr15"	74832000	75074000	"TAD 909"	242000
"910"	"chr15"	75158000	75449000	"TAD 910"	291000
"911"	"chr15"	75553000	75890000	"TAD 911"	337000
"912"	"chr15"	75948000	76891000	"TAD 912"	943000
"913"	"chr15"	76994000	77359000	"TAD 913"	365000
"914"	"chr15"	77776000	77926000	"TAD 914"	150000
"915"	"chr15"	77989000	79644000	"TAD 915"	1655000
"916"	"chr15"	79706000	80061000	"TAD 916"	355000
"917"	"chr15"	80139000	80213000	"TAD 917"	74000
"918"	"chr15"	80305000	81315000	"TAD 918"	1010000
"919"	"chr15"	81452000	81679000	"TAD 919"	227000
"920"	"chr15"	81744000	82003000	"TAD 920"	259000
"921"	"chr15"	82064000	82243000	"TAD 921"	179000
"922"	"chr15"	82476000	82710000	"TAD 922"	234000
"923"	"chr15"	82825000	83066000	"TAD 923"	241000
"924"	"chr15"	83142000	83567000	"TAD 924"	425000
"925"	"chr15"	83599000	84056000	"TAD 925"	457000
"926"	"chr15"	84079000	84633000	"TAD 926"	554000
"927"	"chr15"	84676000	86141000	"TAD 927"	1465000
"928"	"chr15"	86288000	88620000	"TAD 928"	2332000
"929"	"chr15"	88803000	89540000	"TAD 929"	737000
"930"	"chr15"	89703000	90208000	"TAD 930"	505000
"931"	"chr15"	90255000	90931000	"TAD 931"	676000
"932"	"chr15"	90945000	93225000	"TAD 932"	2280000
"933"	"chr15"	93276000	93589000	"TAD 933"	313000
"934"	"chr15"	93604000	94239000	"TAD 934"	635000
"935"	"chr15"	94256000	94652000	"TAD 935"	396000
"936"	"chr15"	94758000	95570000	"TAD 936"	812000
"937"	"chr15"	95748000	96386000	"TAD 937"	638000
"938"	"chr15"	96516000	97185000	"TAD 938"	669000
"939"	"chr15"	97224000	97640000	"TAD 939"	416000
"940"	"chr15"	97683000	98427000	"TAD 940"	744000
"941"	"chr15"	98574000	99919000	"TAD 941"	1345000
"942"	"chr15"	100024000	100756000	"TAD 942"	732000
"943"	"chr15"	100757000	101287000	"TAD 943"	530000
"944"	"chr15"	101342000	101962000	"TAD 944"	620000
"945"	"chr15"	102127000	102519000	"TAD 945"	392000
"946"	"chr15"	102759000	103171000	"TAD 946"	412000
"947"	"chr15"	103252000	103317000	"TAD 947"	65000
"948"	"chr15"	103464000	103533000	"TAD 948"	69000
"949"	"chr15"	103693000	104043685	"TAD 949"	350685
"950"	"chr16"	0	3367000	"TAD 950"	3367000
"951"	"chr16"	3836000	5177000	"TAD 951"	1341000
"952"	"chr16"	5306000	6482000	"TAD 952"	1176000
"953"	"chr16"	6512000	8317000	"TAD 953"	1805000
