"chr"	"start"	"end"	"TAD"	"Length"
"473"	"chr15"	42960000	43960000	"TAD 473"	1000000
"474"	"chr15"	44120000	44840000	"TAD 474"	720000
"475"	"chr15"	44880000	45920000	"TAD 475"	1040000
"476"	"chr15"	45920000	47400000	"TAD 476"	1480000
"477"	"chr15"	47480000	48640000	"TAD 477"	1160000
"478"	"chr15"	48640000	51240000	"TAD 478"	2600000
"479"	"chr15"	52440000	53040000	"TAD 479"	600000
"480"	"chr15"	53040000	54040000	"TAD 480"	1000000
"481"	"chr15"	54040000	55800000	"TAD 481"	1760000
"482"	"chr15"	55840000	56200000	"TAD 482"	360000
"483"	"chr15"	56760000	57840000	"TAD 483"	1080000
"484"	"chr15"	58000000	59200000	"TAD 484"	1200000
"485"	"chr15"	59240000	59960000	"TAD 485"	720000
"486"	"chr15"	59960000	60640000	"TAD 486"	680000
"487"	"chr15"	60800000	62640000	"TAD 487"	1840000
"488"	"chr15"	62640000	63000000	"TAD 488"	360000
"489"	"chr15"	63080000	63400000	"TAD 489"	320000
"490"	"chr15"	63920000	64400000	"TAD 490"	480000
"491"	"chr15"	64440000	65000000	"TAD 491"	560000
"492"	"chr15"	65000000	66160000	"TAD 492"	1160000
"493"	"chr15"	66200000	66840000	"TAD 493"	640000
"494"	"chr15"	66840000	67200000	"TAD 494"	360000
"495"	"chr15"	67200000	68520000	"TAD 495"	1320000
"496"	"chr15"	68520000	69200000	"TAD 496"	680000
"497"	"chr15"	69320000	69720000	"TAD 497"	400000
"498"	"chr15"	69720000	71120000	"TAD 498"	1400000
"499"	"chr15"	71160000	72880000	"TAD 499"	1720000
"500"	"chr15"	72960000	73520000	"TAD 500"	560000
"501"	"chr15"	73600000	74080000	"TAD 501"	480000
"502"	"chr15"	74360000	74640000	"TAD 502"	280000
"503"	"chr15"	75280000	75640000	"TAD 503"	360000
"504"	"chr15"	75640000	76000000	"TAD 504"	360000
"505"	"chr15"	76440000	77200000	"TAD 505"	760000
"506"	"chr15"	77240000	78200000	"TAD 506"	960000
"507"	"chr15"	78200000	78560000	"TAD 507"	360000
"508"	"chr15"	78560000	79080000	"TAD 508"	520000
"509"	"chr15"	79200000	80680000	"TAD 509"	1480000
"510"	"chr15"	80720000	81280000	"TAD 510"	560000
"511"	"chr15"	81720000	82600000	"TAD 511"	880000
"512"	"chr15"	83200000	84840000	"TAD 512"	1640000
"513"	"chr15"	85080000	89000000	"TAD 513"	3920000
"514"	"chr15"	89440000	89760000	"TAD 514"	320000
"515"	"chr15"	90200000	90640000	"TAD 515"	440000
"516"	"chr15"	90840000	91480000	"TAD 516"	640000
"517"	"chr15"	91560000	92640000	"TAD 517"	1080000
"518"	"chr15"	92640000	93320000	"TAD 518"	680000
"519"	"chr15"	93560000	94680000	"TAD 519"	1120000
"520"	"chr15"	94880000	96880000	"TAD 520"	2000000
"521"	"chr15"	96920000	98960000	"TAD 521"	2040000
"522"	"chr15"	99000000	99640000	"TAD 522"	640000
"523"	"chr15"	99760000	100320000	"TAD 523"	560000
"524"	"chr15"	100440000	102531392	"TAD 524"	2091392
"525"	"chr16"	80000	2240000	"TAD 525"	2160000
"526"	"chr16"	2320000	3040000	"TAD 526"	720000
"527"	"chr16"	3240000	4480000	"TAD 527"	1240000
"528"	"chr16"	4520000	5080000	"TAD 528"	560000
"529"	"chr16"	5120000	6720000	"TAD 529"	1600000
"530"	"chr16"	6720000	8600000	"TAD 530"	1880000
"531"	"chr16"	9240000	11040000	"TAD 531"	1800000
"532"	"chr16"	11040000	11840000	"TAD 532"	800000
"533"	"chr16"	12440000	14000000	"TAD 533"	1560000
"534"	"chr16"	14000000	14800000	"TAD 534"	800000
"535"	"chr16"	15040000	15280000	"TAD 535"	240000
"536"	"chr16"	15480000	16320000	"TAD 536"	840000
"537"	"chr16"	16640000	18200000	"TAD 537"	1560000
"538"	"chr16"	18240000	20400000	"TAD 538"	2160000
"539"	"chr16"	20440000	20760000	"TAD 539"	320000
"540"	"chr16"	20800000	21400000	"TAD 540"	600000
"541"	"chr16"	21520000	22440000	"TAD 541"	920000
"542"	"chr16"	22640000	23480000	"TAD 542"	840000
"543"	"chr16"	23640000	24800000	"TAD 543"	1160000
"544"	"chr16"	25240000	27480000	"TAD 544"	2240000
"545"	"chr16"	27600000	28640000	"TAD 545"	1040000
"546"	"chr16"	28800000	29320000	"TAD 546"	520000
"547"	"chr16"	29600000	30080000	"TAD 547"	480000
"548"	"chr16"	30360000	30720000	"TAD 548"	360000
"549"	"chr16"	30720000	31960000	"TAD 549"	1240000
"550"	"chr16"	32320000	34040000	"TAD 550"	1720000
"551"	"chr16"	34160000	35120000	"TAD 551"	960000
"552"	"chr16"	35120000	48680000	"TAD 552"	13560000
"553"	"chr16"	48680000	49400000	"TAD 553"	720000
"554"	"chr16"	49440000	50000000	"TAD 554"	560000
"555"	"chr16"	50360000	50840000	"TAD 555"	480000
"556"	"chr16"	50880000	52040000	"TAD 556"	1160000
"557"	"chr16"	52040000	53480000	"TAD 557"	1440000
"558"	"chr16"	53560000	55440000	"TAD 558"	1880000
"559"	"chr16"	55480000	56480000	"TAD 559"	1000000
"560"	"chr16"	56560000	57560000	"TAD 560"	1000000
"561"	"chr16"	57600000	58760000	"TAD 561"	1160000
"562"	"chr16"	58800000	61080000	"TAD 562"	2280000
"563"	"chr16"	61480000	62200000	"TAD 563"	720000
"564"	"chr16"	62200000	63360000	"TAD 564"	1160000
"565"	"chr16"	63360000	64080000	"TAD 565"	720000
"566"	"chr16"	64120000	66640000	"TAD 566"	2520000
"567"	"chr16"	66920000	67240000	"TAD 567"	320000
"568"	"chr16"	67520000	68280000	"TAD 568"	760000
"569"	"chr16"	68520000	68880000	"TAD 569"	360000
"570"	"chr16"	68920000	69360000	"TAD 570"	440000
"571"	"chr16"	69400000	70280000	"TAD 571"	880000
"572"	"chr16"	70360000	71440000	"TAD 572"	1080000
"573"	"chr16"	72120000	75200000	"TAD 573"	3080000
"574"	"chr16"	75640000	77240000	"TAD 574"	1600000
"575"	"chr16"	77240000	77640000	"TAD 575"	400000
"576"	"chr16"	77680000	78120000	"TAD 576"	440000
"577"	"chr16"	78120000	79640000	"TAD 577"	1520000
"578"	"chr16"	79640000	80960000	"TAD 578"	1320000
"579"	"chr16"	81120000	81920000	"TAD 579"	800000
"580"	"chr16"	81920000	83960000	"TAD 580"	2040000
"581"	"chr16"	83960000	85000000	"TAD 581"	1040000
"582"	"chr16"	85120000	85720000	"TAD 582"	600000
"583"	"chr16"	85800000	86560000	"TAD 583"	760000
"584"	"chr16"	86560000	87360000	"TAD 584"	800000
"585"	"chr16"	87720000	88680000	"TAD 585"	960000
"586"	"chr16"	88720000	90160000	"TAD 586"	1440000
"587"	"chr17"	0	640000	"TAD 587"	640000
"588"	"chr17"	640000	960000	"TAD 588"	320000
"589"	"chr17"	1120000	2240000	"TAD 589"	1120000
"590"	"chr17"	2320000	3640000	"TAD 590"	1320000
"591"	"chr17"	3720000	4840000	"TAD 591"	1120000
"592"	"chr17"	5040000	6560000	"TAD 592"	1520000
"593"	"chr17"	6560000	7480000	"TAD 593"	920000
"594"	"chr17"	7640000	8000000	"TAD 594"	360000
"595"	"chr17"	8280000	8680000	"TAD 595"	400000
"596"	"chr17"	8800000	9440000	"TAD 596"	640000
"597"	"chr17"	9800000	10520000	"TAD 597"	720000
"598"	"chr17"	10600000	11920000	"TAD 598"	1320000
"599"	"chr17"	12040000	12920000	"TAD 599"	880000
"600"	"chr17"	12920000	14160000	"TAD 600"	1240000
"601"	"chr17"	14200000	15440000	"TAD 601"	1240000
"602"	"chr17"	15440000	16600000	"TAD 602"	1160000
"603"	"chr17"	16760000	17560000	"TAD 603"	800000
"604"	"chr17"	17560000	18040000	"TAD 604"	480000
"605"	"chr17"	18600000	18960000	"TAD 605"	360000
"606"	"chr17"	19120000	20240000	"TAD 606"	1120000
"607"	"chr17"	21160000	21480000	"TAD 607"	320000
"608"	"chr17"	21520000	22120000	"TAD 608"	600000
"609"	"chr17"	22120000	26880000	"TAD 609"	4760000
"610"	"chr17"	27040000	29160000	"TAD 610"	2120000
"611"	"chr17"	29200000	29680000	"TAD 611"	480000
"612"	"chr17"	29720000	30440000	"TAD 612"	720000
"613"	"chr17"	30800000	32040000	"TAD 613"	1240000
"614"	"chr17"	32080000	32720000	"TAD 614"	640000
"615"	"chr17"	32720000	33480000	"TAD 615"	760000
"616"	"chr17"	33480000	34480000	"TAD 616"	1000000
"617"	"chr17"	34800000	36440000	"TAD 617"	1640000
"618"	"chr17"	36640000	36880000	"TAD 618"	240000
"619"	"chr17"	36920000	38120000	"TAD 619"	1200000
"620"	"chr17"	38440000	41400000	"TAD 620"	2960000
"621"	"chr17"	41400000	42440000	"TAD 621"	1040000
"622"	"chr17"	42440000	43280000	"TAD 622"	840000
"623"	"chr17"	43280000	43520000	"TAD 623"	240000
"624"	"chr17"	43640000	44400000	"TAD 624"	760000
"625"	"chr17"	44760000	45760000	"TAD 625"	1000000
"626"	"chr17"	45920000	46960000	"TAD 626"	1040000
"627"	"chr17"	47000000	49320000	"TAD 627"	2320000
"628"	"chr17"	49360000	50200000	"TAD 628"	840000
"629"	"chr17"	50200000	53040000	"TAD 629"	2840000
"630"	"chr17"	53080000	54880000	"TAD 630"	1800000
"631"	"chr17"	55040000	55920000	"TAD 631"	880000
"632"	"chr17"	55920000	56560000	"TAD 632"	640000
"633"	"chr17"	56560000	57160000	"TAD 633"	600000
"634"	"chr17"	57320000	57760000	"TAD 634"	440000
"635"	"chr17"	57760000	58120000	"TAD 635"	360000
"636"	"chr17"	58160000	59480000	"TAD 636"	1320000
"637"	"chr17"	59800000	60480000	"TAD 637"	680000
"638"	"chr17"	60720000	61920000	"TAD 638"	1200000
"639"	"chr17"	61920000	62400000	"TAD 639"	480000
"640"	"chr17"	62520000	64200000	"TAD 640"	1680000
"641"	"chr17"	64200000	65800000	"TAD 641"	1600000
"642"	"chr17"	66040000	67280000	"TAD 642"	1240000
"643"	"chr17"	67320000	68640000	"TAD 643"	1320000
"644"	"chr17"	68640000	70560000	"TAD 644"	1920000
"645"	"chr17"	70680000	71200000	"TAD 645"	520000
"646"	"chr17"	71240000	72200000	"TAD 646"	960000
"647"	"chr17"	72280000	72840000	"TAD 647"	560000
"648"	"chr17"	73200000	73760000	"TAD 648"	560000
"649"	"chr17"	73840000	75280000	"TAD 649"	1440000
"650"	"chr17"	75280000	76080000	"TAD 650"	800000
"651"	"chr17"	76240000	76840000	"TAD 651"	600000
"652"	"chr17"	77040000	77680000	"TAD 652"	640000
"653"	"chr17"	77720000	79640000	"TAD 653"	1920000
"654"	"chr17"	79680000	81040000	"TAD 654"	1360000
"655"	"chr18"	40000	2600000	"TAD 655"	2560000
"656"	"chr18"	2760000	3240000	"TAD 656"	480000
"657"	"chr18"	3240000	3680000	"TAD 657"	440000
"658"	"chr18"	3680000	5080000	"TAD 658"	1400000
"659"	"chr18"	5080000	6520000	"TAD 659"	1440000
"660"	"chr18"	6520000	6920000	"TAD 660"	400000
"661"	"chr18"	7000000	8520000	"TAD 661"	1520000
"662"	"chr18"	8640000	9040000	"TAD 662"	400000
"663"	"chr18"	9960000	10560000	"TAD 663"	600000
"664"	"chr18"	10560000	11640000	"TAD 664"	1080000
"665"	"chr18"	11640000	12080000	"TAD 665"	440000
"666"	"chr18"	12360000	13000000	"TAD 666"	640000
"667"	"chr18"	13000000	13800000	"TAD 667"	800000
"668"	"chr18"	13800000	14120000	"TAD 668"	320000
"669"	"chr18"	14120000	14440000	"TAD 669"	320000
"670"	"chr18"	14560000	14920000	"TAD 670"	360000
"671"	"chr18"	14960000	15280000	"TAD 671"	320000
"672"	"chr18"	15360000	20360000	"TAD 672"	5000000
"673"	"chr18"	20360000	21040000	"TAD 673"	680000
"674"	"chr18"	21160000	21720000	"TAD 674"	560000
"675"	"chr18"	22080000	23640000	"TAD 675"	1560000
"676"	"chr18"	23960000	26520000	"TAD 676"	2560000
"677"	"chr18"	26520000	27400000	"TAD 677"	880000
"678"	"chr18"	27440000	27840000	"TAD 678"	400000
"679"	"chr18"	27920000	28560000	"TAD 679"	640000
"680"	"chr18"	28560000	29080000	"TAD 680"	520000
"681"	"chr18"	29120000	29680000	"TAD 681"	560000
"682"	"chr18"	29720000	30200000	"TAD 682"	480000
"683"	"chr18"	30240000	30520000	"TAD 683"	280000
"684"	"chr18"	30760000	31320000	"TAD 684"	560000
"685"	"chr18"	31400000	32960000	"TAD 685"	1560000
"686"	"chr18"	32960000	34360000	"TAD 686"	1400000
"687"	"chr18"	34480000	35120000	"TAD 687"	640000
"688"	"chr18"	35120000	37960000	"TAD 688"	2840000
"689"	"chr18"	38000000	39560000	"TAD 689"	1560000
"690"	"chr18"	39600000	41160000	"TAD 690"	1560000
"691"	"chr18"	41200000	43680000	"TAD 691"	2480000
"692"	"chr18"	43680000	45280000	"TAD 692"	1600000
"693"	"chr18"	45560000	45960000	"TAD 693"	400000
"694"	"chr18"	46000000	47000000	"TAD 694"	1000000
"695"	"chr18"	47000000	47960000	"TAD 695"	960000
"696"	"chr18"	48320000	51720000	"TAD 696"	3400000
"697"	"chr18"	51920000	52320000	"TAD 697"	400000
"698"	"chr18"	52360000	52680000	"TAD 698"	320000
"699"	"chr18"	52720000	54320000	"TAD 699"	1600000
"700"	"chr18"	54320000	55240000	"TAD 700"	920000
"701"	"chr18"	55280000	55840000	"TAD 701"	560000
"702"	"chr18"	56200000	56840000	"TAD 702"	640000
"703"	"chr18"	57120000	58240000	"TAD 703"	1120000
"704"	"chr18"	58320000	59200000	"TAD 704"	880000
"705"	"chr18"	59200000	59840000	"TAD 705"	640000
"706"	"chr18"	60240000	61040000	"TAD 706"	800000
"707"	"chr18"	61280000	61600000	"TAD 707"	320000
"708"	"chr18"	61680000	64200000	"TAD 708"	2520000
"709"	"chr18"	64880000	66440000	"TAD 709"	1560000
"710"	"chr18"	66440000	68120000	"TAD 710"	1680000
"711"	"chr18"	68120000	70360000	"TAD 711"	2240000
"712"	"chr18"	70360000	71840000	"TAD 712"	1480000
"713"	"chr18"	71840000	72240000	"TAD 713"	400000
"714"	"chr18"	72320000	74080000	"TAD 714"	1760000
"715"	"chr18"	74080000	74440000	"TAD 715"	360000
"716"	"chr18"	74520000	75400000	"TAD 716"	880000
"717"	"chr18"	75440000	77120000	"TAD 717"	1680000
"718"	"chr18"	77120000	78000000	"TAD 718"	880000
"719"	"chr19"	240000	1840000	"TAD 719"	1600000
"720"	"chr19"	1880000	3520000	"TAD 720"	1640000
"721"	"chr19"	3720000	4680000	"TAD 721"	960000
"722"	"chr19"	4680000	5640000	"TAD 722"	960000
"723"	"chr19"	5680000	7080000	"TAD 723"	1400000
"724"	"chr19"	7080000	8360000	"TAD 724"	1280000
"725"	"chr19"	8720000	9200000	"TAD 725"	480000
"726"	"chr19"	9240000	10520000	"TAD 726"	1280000
"727"	"chr19"	10600000	11320000	"TAD 727"	720000
"728"	"chr19"	11720000	12840000	"TAD 728"	1120000
"729"	"chr19"	13040000	14200000	"TAD 729"	1160000
"730"	"chr19"	14240000	14600000	"TAD 730"	360000
"731"	"chr19"	14600000	16320000	"TAD 731"	1720000
"732"	"chr19"	16320000	16640000	"TAD 732"	320000
"733"	"chr19"	16760000	17440000	"TAD 733"	680000
"734"	"chr19"	17600000	18480000	"TAD 734"	880000
"735"	"chr19"	18520000	19640000	"TAD 735"	1120000
"736"	"chr19"	19800000	21240000	"TAD 736"	1440000
"737"	"chr19"	21360000	24360000	"TAD 737"	3000000
"738"	"chr19"	24360000	28440000	"TAD 738"	4080000
"739"	"chr19"	28440000	30200000	"TAD 739"	1760000
"740"	"chr19"	30200000	31160000	"TAD 740"	960000
"741"	"chr19"	31160000	33080000	"TAD 741"	1920000
"742"	"chr19"	33160000	34840000	"TAD 742"	1680000
"743"	"chr19"	35000000	35320000	"TAD 743"	320000
"744"	"chr19"	35520000	36520000	"TAD 744"	1000000
"745"	"chr19"	36680000	38360000	"TAD 745"	1680000
"746"	"chr19"	38360000	38880000	"TAD 746"	520000
"747"	"chr19"	38880000	39440000	"TAD 747"	560000
"748"	"chr19"	39560000	39880000	"TAD 748"	320000
"749"	"chr19"	40000000	40720000	"TAD 749"	720000
"750"	"chr19"	41360000	41800000	"TAD 750"	440000
"751"	"chr19"	41920000	45880000	"TAD 751"	3960000
"752"	"chr19"	46320000	47200000	"TAD 752"	880000
"753"	"chr19"	47760000	48320000	"TAD 753"	560000
"754"	"chr19"	48440000	49120000	"TAD 754"	680000
"755"	"chr19"	49120000	49960000	"TAD 755"	840000
"756"	"chr19"	50200000	51600000	"TAD 756"	1400000
"757"	"chr19"	51640000	52360000	"TAD 757"	720000
"758"	"chr19"	52800000	54600000	"TAD 758"	1800000
"759"	"chr19"	54720000	56160000	"TAD 759"	1440000
"760"	"chr19"	56200000	59128983	"TAD 760"	2928983
"761"	"chr1"	720000	3680000	"TAD 761"	2960000
"762"	"chr1"	3800000	4680000	"TAD 762"	880000
"763"	"chr1"	4680000	6480000	"TAD 763"	1800000
"764"	"chr1"	6720000	7280000	"TAD 764"	560000
"765"	"chr1"	7280000	8000000	"TAD 765"	720000
"766"	"chr1"	8000000	8880000	"TAD 766"	880000
"767"	"chr1"	8960000	9640000	"TAD 767"	680000
"768"	"chr1"	9680000	10480000	"TAD 768"	800000
"769"	"chr1"	10520000	11080000	"TAD 769"	560000
"770"	"chr1"	11080000	11840000	"TAD 770"	760000
"771"	"chr1"	12160000	12840000	"TAD 771"	680000
"772"	"chr1"	13760000	14720000	"TAD 772"	960000
"773"	"chr1"	14880000	16800000	"TAD 773"	1920000
"774"	"chr1"	17240000	19560000	"TAD 774"	2320000
"775"	"chr1"	19640000	20000000	"TAD 775"	360000
"776"	"chr1"	20240000	20840000	"TAD 776"	600000
"777"	"chr1"	21000000	21520000	"TAD 777"	520000
"778"	"chr1"	21560000	22320000	"TAD 778"	760000
"779"	"chr1"	22400000	24080000	"TAD 779"	1680000
"780"	"chr1"	24120000	24760000	"TAD 780"	640000
"781"	"chr1"	25000000	26800000	"TAD 781"	1800000
"782"	"chr1"	26840000	27240000	"TAD 782"	400000
"783"	"chr1"	27280000	28000000	"TAD 783"	720000
"784"	"chr1"	28160000	32640000	"TAD 784"	4480000
"785"	"chr1"	32840000	36560000	"TAD 785"	3720000
"786"	"chr1"	36560000	38280000	"TAD 786"	1720000
"787"	"chr1"	38440000	40520000	"TAD 787"	2080000
"788"	"chr1"	40520000	40920000	"TAD 788"	400000
"789"	"chr1"	41000000	41480000	"TAD 789"	480000
"790"	"chr1"	41480000	43200000	"TAD 790"	1720000
"791"	"chr1"	43240000	43560000	"TAD 791"	320000
"792"	"chr1"	43680000	44200000	"TAD 792"	520000
"793"	"chr1"	44200000	44520000	"TAD 793"	320000
"794"	"chr1"	44560000	45160000	"TAD 794"	600000
"795"	"chr1"	45200000	46000000	"TAD 795"	800000
"796"	"chr1"	46120000	46720000	"TAD 796"	600000
"797"	"chr1"	46840000	47640000	"TAD 797"	800000
"798"	"chr1"	47840000	48200000	"TAD 798"	360000
"799"	"chr1"	48200000	48560000	"TAD 799"	360000
"800"	"chr1"	48560000	50680000	"TAD 800"	2120000
"801"	"chr1"	50680000	52280000	"TAD 801"	1600000
"802"	"chr1"	52520000	53680000	"TAD 802"	1160000
"803"	"chr1"	53680000	54200000	"TAD 803"	520000
"804"	"chr1"	54480000	55360000	"TAD 804"	880000
"805"	"chr1"	55520000	57280000	"TAD 805"	1760000
"806"	"chr1"	57280000	59040000	"TAD 806"	1760000
"807"	"chr1"	59200000	60360000	"TAD 807"	1160000
"808"	"chr1"	60360000	62600000	"TAD 808"	2240000
"809"	"chr1"	62640000	62880000	"TAD 809"	240000
"810"	"chr1"	62920000	64040000	"TAD 810"	1120000
"811"	"chr1"	64080000	64720000	"TAD 811"	640000
"812"	"chr1"	64720000	65320000	"TAD 812"	600000
"813"	"chr1"	65320000	66160000	"TAD 813"	840000
"814"	"chr1"	66240000	67200000	"TAD 814"	960000
"815"	"chr1"	67680000	68000000	"TAD 815"	320000
"816"	"chr1"	68000000	68840000	"TAD 816"	840000
"817"	"chr1"	68840000	70440000	"TAD 817"	1600000
"818"	"chr1"	70720000	70960000	"TAD 818"	240000
"819"	"chr1"	71120000	71520000	"TAD 819"	400000
"820"	"chr1"	71560000	72560000	"TAD 820"	1000000
"821"	"chr1"	72640000	75200000	"TAD 821"	2560000
"822"	"chr1"	75720000	76240000	"TAD 822"	520000
"823"	"chr1"	76320000	78080000	"TAD 823"	1760000
"824"	"chr1"	78600000	79120000	"TAD 824"	520000
"825"	"chr1"	79160000	82320000	"TAD 825"	3160000
"826"	"chr1"	82600000	83080000	"TAD 826"	480000
"827"	"chr1"	83240000	84320000	"TAD 827"	1080000
"828"	"chr1"	84360000	85440000	"TAD 828"	1080000
"829"	"chr1"	85720000	87520000	"TAD 829"	1800000
"830"	"chr1"	87600000	89120000	"TAD 830"	1520000
"831"	"chr1"	89440000	90240000	"TAD 831"	800000
"832"	"chr1"	90240000	90480000	"TAD 832"	240000
"833"	"chr1"	90480000	91040000	"TAD 833"	560000
"834"	"chr1"	91160000	91640000	"TAD 834"	480000
"835"	"chr1"	92000000	93320000	"TAD 835"	1320000
"836"	"chr1"	93720000	94320000	"TAD 836"	600000
"837"	"chr1"	94480000	94840000	"TAD 837"	360000
"838"	"chr1"	94960000	95280000	"TAD 838"	320000
"839"	"chr1"	95280000	95520000	"TAD 839"	240000
"840"	"chr1"	95600000	97400000	"TAD 840"	1800000
"841"	"chr1"	97600000	98960000	"TAD 841"	1360000
"842"	"chr1"	99000000	100240000	"TAD 842"	1240000
"843"	"chr1"	100240000	101360000	"TAD 843"	1120000
"844"	"chr1"	101360000	101760000	"TAD 844"	400000
"845"	"chr1"	101760000	104080000	"TAD 845"	2320000
"846"	"chr1"	104280000	105080000	"TAD 846"	800000
"847"	"chr1"	105200000	106320000	"TAD 847"	1120000
"848"	"chr1"	106480000	108320000	"TAD 848"	1840000
"849"	"chr1"	108320000	109200000	"TAD 849"	880000
"850"	"chr1"	110080000	110560000	"TAD 850"	480000
"851"	"chr1"	110680000	111960000	"TAD 851"	1280000
"852"	"chr1"	112000000	112920000	"TAD 852"	920000
"853"	"chr1"	112920000	113200000	"TAD 853"	280000
"854"	"chr1"	113240000	114280000	"TAD 854"	1040000
"855"	"chr1"	114520000	114880000	"TAD 855"	360000
"856"	"chr1"	115640000	116080000	"TAD 856"	440000
"857"	"chr1"	116320000	116640000	"TAD 857"	320000
"858"	"chr1"	116640000	117080000	"TAD 858"	440000
"859"	"chr1"	117200000	117600000	"TAD 859"	400000
"860"	"chr1"	117640000	118440000	"TAD 860"	800000
"861"	"chr1"	118520000	121360000	"TAD 861"	2840000
"862"	"chr1"	142520000	143560000	"TAD 862"	1040000
"863"	"chr1"	144520000	145760000	"TAD 863"	1240000
"864"	"chr1"	146480000	147840000	"TAD 864"	1360000
"865"	"chr1"	148840000	149720000	"TAD 865"	880000
"866"	"chr1"	149800000	151040000	"TAD 866"	1240000
"867"	"chr1"	151280000	153640000	"TAD 867"	2360000
"868"	"chr1"	153760000	153960000	"TAD 868"	200000
"869"	"chr1"	154320000	155160000	"TAD 869"	840000
"870"	"chr1"	155200000	155880000	"TAD 870"	680000
"871"	"chr1"	156600000	159080000	"TAD 871"	2480000
"872"	"chr1"	159200000	160000000	"TAD 872"	800000
"873"	"chr1"	160400000	161440000	"TAD 873"	1040000
"874"	"chr1"	161440000	161720000	"TAD 874"	280000
"875"	"chr1"	161760000	162800000	"TAD 875"	1040000
"876"	"chr1"	162800000	163280000	"TAD 876"	480000
"877"	"chr1"	163320000	165080000	"TAD 877"	1760000
"878"	"chr1"	165080000	166800000	"TAD 878"	1720000
"879"	"chr1"	166840000	167520000	"TAD 879"	680000
"880"	"chr1"	168240000	169840000	"TAD 880"	1600000
"881"	"chr1"	169840000	171400000	"TAD 881"	1560000
"882"	"chr1"	171760000	172400000	"TAD 882"	640000
"883"	"chr1"	172560000	173200000	"TAD 883"	640000
"884"	"chr1"	173360000	174960000	"TAD 884"	1600000
"885"	"chr1"	175000000	176840000	"TAD 885"	1840000
"886"	"chr1"	176840000	177960000	"TAD 886"	1120000
"887"	"chr1"	178480000	179000000	"TAD 887"	520000
"888"	"chr1"	179080000	180400000	"TAD 888"	1320000
"889"	"chr1"	180480000	181160000	"TAD 889"	680000
"890"	"chr1"	181160000	182040000	"TAD 890"	880000
"891"	"chr1"	182040000	182800000	"TAD 891"	760000
"892"	"chr1"	182840000	183600000	"TAD 892"	760000
"893"	"chr1"	183600000	184720000	"TAD 893"	1120000
"894"	"chr1"	184720000	185160000	"TAD 894"	440000
"895"	"chr1"	185160000	185680000	"TAD 895"	520000
"896"	"chr1"	185680000	186360000	"TAD 896"	680000
"897"	"chr1"	186400000	186960000	"TAD 897"	560000
"898"	"chr1"	187160000	189080000	"TAD 898"	1920000
"899"	"chr1"	189400000	190360000	"TAD 899"	960000
"900"	"chr1"	190560000	192440000	"TAD 900"	1880000
"901"	"chr1"	192440000	193040000	"TAD 901"	600000
"902"	"chr1"	193120000	194320000	"TAD 902"	1200000
"903"	"chr1"	194320000	196680000	"TAD 903"	2360000
"904"	"chr1"	196720000	197120000	"TAD 904"	400000
"905"	"chr1"	197360000	197840000	"TAD 905"	480000
"906"	"chr1"	198000000	198720000	"TAD 906"	720000
"907"	"chr1"	198720000	199480000	"TAD 907"	760000
"908"	"chr1"	199640000	200520000	"TAD 908"	880000
"909"	"chr1"	200520000	200840000	"TAD 909"	320000
"910"	"chr1"	201440000	202120000	"TAD 910"	680000
"911"	"chr1"	202120000	202720000	"TAD 911"	600000
"912"	"chr1"	203000000	203720000	"TAD 912"	720000
"913"	"chr1"	203800000	204360000	"TAD 913"	560000
"914"	"chr1"	204520000	205240000	"TAD 914"	720000
"915"	"chr1"	206160000	206360000	"TAD 915"	200000
"916"	"chr1"	206560000	207960000	"TAD 916"	1400000
"917"	"chr1"	208000000	209920000	"TAD 917"	1920000
"918"	"chr1"	209960000	211840000	"TAD 918"	1880000
"919"	"chr1"	211840000	212600000	"TAD 919"	760000
"920"	"chr1"	212640000	213240000	"TAD 920"	600000
"921"	"chr1"	213280000	214800000	"TAD 921"	1520000
"922"	"chr1"	214800000	215760000	"TAD 922"	960000
"923"	"chr1"	215800000	218400000	"TAD 923"	2600000
"924"	"chr1"	218400000	220000000	"TAD 924"	1600000
"925"	"chr1"	220320000	220960000	"TAD 925"	640000
"926"	"chr1"	221000000	222640000	"TAD 926"	1640000
"927"	"chr1"	222880000	223880000	"TAD 927"	1000000
"928"	"chr1"	224600000	225480000	"TAD 928"	880000
"929"	"chr1"	225640000	226240000	"TAD 929"	600000
"930"	"chr1"	226560000	227640000	"TAD 930"	1080000
"931"	"chr1"	227640000	228760000	"TAD 931"	1120000
"932"	"chr1"	228760000	229640000	"TAD 932"	880000
"933"	"chr1"	229760000	231400000	"TAD 933"	1640000
"934"	"chr1"	231440000	231760000	"TAD 934"	320000
"935"	"chr1"	231840000	233320000	"TAD 935"	1480000
"936"	"chr1"	233400000	234240000	"TAD 936"	840000
"937"	"chr1"	234240000	234480000	"TAD 937"	240000
"938"	"chr1"	234600000	235600000	"TAD 938"	1000000
"939"	"chr1"	235680000	236040000	"TAD 939"	360000
"940"	"chr1"	236200000	236720000	"TAD 940"	520000
"941"	"chr1"	236720000	237760000	"TAD 941"	1040000
"942"	"chr1"	238000000	240160000	"TAD 942"	2160000
"943"	"chr1"	240160000	240880000	"TAD 943"	720000
"944"	"chr1"	240880000	242040000	"TAD 944"	1160000
"945"	"chr1"	242160000	242560000	"TAD 945"	400000
"946"	"chr1"	242640000	243160000	"TAD 946"	520000
"947"	"chr1"	243280000	243480000	"TAD 947"	200000
