"X"	"HUGO_symbol"	"seqnames"	"start"	"end"	"GeneAge"	"BirthType"
"ENSG00000067221"	"-"	"15"	"74275547"	"74286963"	"Bilateria"	"Duplicate"
"ENSG00000067225"	"-"	"15"	"72491370"	"72524164"	"Euteleostomi"	"Duplicate"
"ENSG00000067248"	"-"	"5"	"54552073"	"54603550"	"Bilateria"	"Duplicate"
"ENSG00000067334"	"-"	"1"	"94333373"	"94345474"	"FungiMetazoa"	"Singleton"
"ENSG00000067365"	"-"	"16"	"8715540"	"8740081"	"Bilateria"	"Singleton"
"ENSG00000067369"	"-"	"15"	"43699407"	"43802926"	"Bilateria"	"Singleton"
"ENSG00000067445"	"-"	"X"	"54946895"	"54957864"	"Eutheria"	"Duplicate"
"ENSG00000067533"	"-"	"1"	"218458629"	"218511325"	"Bilateria"	"Singleton"
"ENSG00000067560"	"-"	"3"	"49396578"	"49450431"	"Euteleostomi"	"Duplicate"
"ENSG00000067596"	"-"	"17"	"41561233"	"41621831"	"Bilateria"	"Duplicate"
"ENSG00000067606"	"-"	"1"	"1981909"	"2116834"	"Euteleostomi"	"Duplicate"
"ENSG00000067704"	"-"	"1"	"220267444"	"220321380"	"FungiMetazoa"	"Singleton"
"ENSG00000067715"	"-"	"12"	"79257773"	"79845788"	"Euteleostomi"	"Duplicate"
"ENSG00000067798"	"-"	"12"	"78224685"	"78606790"	"Euteleostomi"	"Duplicate"
"ENSG00000067829"	"-"	"X"	"153051221"	"153059978"	"Bilateria"	"Duplicate"
"ENSG00000067836"	"-"	"16"	"4846969"	"4852951"	"Bilateria"	"Singleton"
"ENSG00000067840"	"-"	"X"	"153067621"	"153096020"	"Euteleostomi"	"Duplicate"
"ENSG00000067842"	"-"	"X"	"152783134"	"152848397"	"Euteleostomi"	"Duplicate"
"ENSG00000067900"	"-"	"18"	"18526867"	"18691812"	"Euteleostomi"	"Duplicate"
"ENSG00000067955"	"-"	"16"	"67063019"	"67134961"	"Bilateria"	"Singleton"
"ENSG00000067992"	"-"	"X"	"24483338"	"24557954"	"Euteleostomi"	"Duplicate"
"ENSG00000068001"	"-"	"3"	"50355221"	"50360337"	"Euteleostomi"	"Duplicate"
"ENSG00000068024"	"-"	"2"	"239969864"	"240323348"	"Euteleostomi"	"Duplicate"
"ENSG00000068028"	"-"	"3"	"50367219"	"50378411"	"Euteleostomi"	"Duplicate"
"ENSG00000068078"	"-"	"4"	"1795034"	"1810599"	"Euteleostomi"	"Duplicate"
"ENSG00000068079"	"-"	"17"	"41158742"	"41166473"	"Euteleostomi"	"Duplicate"
"ENSG00000068097"	"-"	"17"	"58120555"	"58156292"	"Bilateria"	"Singleton"
"ENSG00000068120"	"-"	"17"	"40713485"	"40718295"	"FungiMetazoa"	"Singleton"
"ENSG00000068137"	"-"	"17"	"40819932"	"40829048"	"Euteleostomi"	"Duplicate"
"ENSG00000068305"	"-"	"15"	"100017370"	"100256671"	"Euteleostomi"	"Duplicate"
"ENSG00000068308"	"-"	"X"	"48779305"	"48815648"	"Bilateria"	"Singleton"
"ENSG00000068323"	"-"	"X"	"48886242"	"48901012"	"Euteleostomi"	"Duplicate"
"ENSG00000068354"	"-"	"X"	"48397845"	"48420997"	"Bilateria"	"Duplicate"
"ENSG00000068366"	"-"	"X"	"108867473"	"108976632"	"Euteleostomi"	"Duplicate"
"ENSG00000068383"	"-"	"10"	"134351324"	"134596979"	"Bilateria"	"Singleton"
"ENSG00000068394"	"-"	"X"	"48970334"	"48980151"	"Bilateria"	"Singleton"
"ENSG00000068400"	"-"	"X"	"48830134"	"48858675"	"Chordata"	"Singleton"
"ENSG00000068438"	"-"	"X"	"48334541"	"48344752"	"FungiMetazoa"	"Singleton"
"ENSG00000068489"	"-"	"17"	"57232860"	"57282066"	"Chordata"	"Singleton"
"ENSG00000068615"	"-"	"2"	"86441116"	"86565206"	"Euteleostomi"	"Duplicate"
"ENSG00000068650"	"-"	"13"	"113344643"	"113541482"	"Euteleostomi"	"Duplicate"
"ENSG00000068654"	"-"	"2"	"86247339"	"86333278"	"FungiMetazoa"	"Singleton"
"ENSG00000068697"	"-"	"2"	"20232411"	"20251789"	"Euteleostomi"	"Duplicate"
"ENSG00000068724"	"-"	"2"	"47143296"	"47303276"	"Euteleostomi"	"Duplicate"
"ENSG00000068745"	"-"	"3"	"48725436"	"48777786"	"Euteleostomi"	"Duplicate"
"ENSG00000068784"	"-"	"2"	"45615819"	"45839304"	"Bilateria"	"Singleton"
"ENSG00000068793"	"-"	"15"	"22892005"	"23006016"	"Euteleostomi"	"Duplicate"
"ENSG00000068796"	"-"	"5"	"61601989"	"61833076"	"Euteleostomi"	"Duplicate"
"ENSG00000068831"	"-"	"11"	"64494383"	"64512928"	"Euteleostomi"	"Duplicate"
"ENSG00000068878"	"-"	"2"	"54091204"	"54197977"	"Bilateria"	"Singleton"
"ENSG00000068885"	"-"	"3"	"159974774"	"160117668"	"Bilateria"	"Singleton"
"ENSG00000068903"	"-"	"19"	"39369197"	"39390502"	"Bilateria"	"Duplicate"
"ENSG00000068912"	"-"	"2"	"54014181"	"54045956"	"Bilateria"	"Duplicate"
"ENSG00000068971"	"-"	"11"	"64685025"	"64701945"	"Euteleostomi"	"Duplicate"
"ENSG00000068976"	"-"	"11"	"64513861"	"64527769"	"Euteleostomi"	"Duplicate"
"ENSG00000068985"	"-"	"X"	"49452053"	"49460596"	"Simiiformes"	"Duplicate"
"ENSG00000069011"	"-"	"5"	"134363425"	"134370503"	"Euteleostomi"	"Duplicate"
"ENSG00000069018"	"-"	"5"	"135548999"	"135732730"	"Euteleostomi"	"Duplicate"
"ENSG00000069020"	"-"	"5"	"65892176"	"66465423"	"Euteleostomi"	"Duplicate"
"ENSG00000069122"	"-"	"6"	"46820249"	"46922680"	"Euteleostomi"	"Duplicate"
"ENSG00000069188"	"-"	"17"	"71330523"	"71640228"	"Chordata"	"Duplicate"
"ENSG00000069206"	"-"	"8"	"24298443"	"24384483"	"Mammalia"	"Duplicate"
"ENSG00000069248"	"-"	"1"	"229577045"	"229644103"	"Bilateria"	"Singleton"
"ENSG00000069275"	"-"	"1"	"205681947"	"205719404"	"Euteleostomi"	"Singleton"
"ENSG00000069329"	"-"	"16"	"46690054"	"46723430"	"FungiMetazoa"	"Singleton"
"ENSG00000069345"	"-"	"16"	"46989299"	"47007699"	"Bilateria"	"Duplicate"
"ENSG00000069399"	"-"	"19"	"45250962"	"45263301"	"Bilateria"	"Duplicate"
"ENSG00000069424"	"-"	"1"	"6051526"	"6161253"	"Euteleostomi"	"Duplicate"
"ENSG00000069431"	"-"	"12"	"21950335"	"22094336"	"Euteleostomi"	"Duplicate"
"ENSG00000069482"	"-"	"11"	"68451247"	"68458643"	"Euteleostomi"	"Singleton"
"ENSG00000069493"	"-"	"12"	"9817565"	"9848413"	"Eutheria"	"Duplicate"
"ENSG00000069509"	"-"	"X"	"44382885"	"44402247"	"Euteleostomi"	"Duplicate"
"ENSG00000069535"	"-"	"X"	"43625858"	"43741693"	"Tetrapoda"	"Duplicate"
"ENSG00000069667"	"-"	"15"	"60780483"	"61521518"	"Euteleostomi"	"Duplicate"
"ENSG00000069696"	"-"	"11"	"637293"	"640706"	"Euteleostomi"	"Duplicate"
"ENSG00000069702"	"-"	"1"	"92145902"	"92371892"	"Euteleostomi"	"Duplicate"
"ENSG00000069712"	"-"	"1"	"92632542"	"92650280"	"Chordata"	"Singleton"
"ENSG00000069764"	"-"	"16"	"14766405"	"14788526"	"Euteleostomi"	"Duplicate"
"ENSG00000069812"	"-"	"1"	"6472478"	"6484730"	"Bilateria"	"Duplicate"
"ENSG00000069849"	"-"	"3"	"141594966"	"141645356"	"Euteleostomi"	"Duplicate"
"ENSG00000069869"	"-"	"15"	"56119120"	"56285944"	"Euteleostomi"	"Duplicate"
"ENSG00000069943"	"-"	"15"	"55611158"	"55647846"	"FungiMetazoa"	"Singleton"
"ENSG00000069956"	"-"	"15"	"52244303"	"52358462"	"Euteleostomi"	"Duplicate"
"ENSG00000069966"	"-"	"15"	"52413117"	"52483566"	"Bilateria"	"Duplicate"
"ENSG00000069974"	"-"	"15"	"55495164"	"55611311"	"Euteleostomi"	"Duplicate"
"ENSG00000069998"	"-"	"22"	"17618401"	"17646177"	"FungiMetazoa"	"Singleton"
"ENSG00000070010"	"-"	"22"	"19437433"	"19466738"	"FungiMetazoa"	"Singleton"
"ENSG00000070018"	"-"	"12"	"12268959"	"12419946"	"Euteleostomi"	"Duplicate"
"ENSG00000070019"	"-"	"12"	"14765576"	"14849519"	"Bilateria"	"Duplicate"
"ENSG00000070031"	"-"	"11"	"626431"	"627143"	"Eutheria"	"Singleton"
"ENSG00000070047"	"-"	"11"	"576486"	"612222"	"Euteleostomi"	"Duplicate"
"ENSG00000070061"	"-"	"9"	"111629797"	"111696396"	"FungiMetazoa"	"Singleton"
"ENSG00000070081"	"-"	"11"	"17229700"	"17371521"	"Euteleostomi"	"Duplicate"
"ENSG00000070087"	"-"	"3"	"149682691"	"149768575"	"Euteleostomi"	"Duplicate"
"ENSG00000070159"	"-"	"9"	"112137746"	"112260590"	"Euteleostomi"	"Duplicate"
"ENSG00000070182"	"-"	"14"	"65213002"	"65346601"	"Bilateria"	"Duplicate"
"ENSG00000070190"	"-"	"4"	"100737990"	"100791311"	"Chordata"	"Singleton"
"ENSG00000070193"	"-"	"5"	"44303646"	"44389808"	"Euteleostomi"	"Duplicate"
"ENSG00000070214"	"-"	"9"	"108006903"	"108201452"	"Euteleostomi"	"Duplicate"
"ENSG00000070269"	"-"	"14"	"56955072"	"57117324"	"Chordata"	"Singleton"
"ENSG00000070366"	"-"	"17"	"1963133"	"2207065"	"Bilateria"	"Duplicate"
"ENSG00000070367"	"-"	"14"	"57670518"	"57735726"	"FungiMetazoa"	"Singleton"
"ENSG00000070388"	"-"	"19"	"639879"	"643703"	"Euteleostomi"	"Duplicate"
"ENSG00000070404"	"-"	"19"	"676392"	"683385"	"Euteleostomi"	"Duplicate"
"ENSG00000070413"	"-"	"22"	"19023795"	"19109967"	"Euteleostomi"	"Singleton"
"ENSG00000070423"	"-"	"19"	"647526"	"663277"	"Euteleostomi"	"Duplicate"
"ENSG00000070444"	"-"	"17"	"2287354"	"2304412"	"Bilateria"	"Singleton"
"ENSG00000070476"	"-"	"3"	"126156444"	"126194762"	"Eutheria"	"Duplicate"
"ENSG00000070495"	"-"	"17"	"74708919"	"74722866"	"Bilateria"	"Duplicate"
"ENSG00000070501"	"-"	"8"	"42195972"	"42229326"	"Chordata"	"Duplicate"
"ENSG00000070526"	"-"	"17"	"74620843"	"74639920"	"Euteleostomi"	"Duplicate"
"ENSG00000070540"	"-"	"17"	"66417089"	"66453654"	"Euteleostomi"	"Duplicate"
"ENSG00000070601"	"-"	"9"	"37650997"	"37746901"	"Euteleostomi"	"Duplicate"
"ENSG00000070610"	"-"	"9"	"35736863"	"35749983"	"Bilateria"	"Singleton"
"ENSG00000070614"	"-"	"5"	"149865381"	"149937773"	"Euteleostomi"	"Duplicate"
"ENSG00000070669"	"-"	"7"	"97481430"	"97501854"	"FungiMetazoa"	"Singleton"
"ENSG00000070718"	"-"	"8"	"42010464"	"42029191"	"Euteleostomi"	"Duplicate"
"ENSG00000070729"	"-"	"16"	"57917503"	"58005020"	"Euteleostomi"	"Duplicate"
"ENSG00000070731"	"-"	"17"	"74559792"	"74583038"	"Euteleostomi"	"Duplicate"
"ENSG00000070748"	"-"	"10"	"50817141"	"50901925"	"Bilateria"	"Duplicate"
"ENSG00000070759"	"-"	"1"	"45809555"	"45956872"	"Euteleostomi"	"Duplicate"
"ENSG00000070761"	"-"	"16"	"58147496"	"58163354"	"Bilateria"	"Singleton"
"ENSG00000070770"	"-"	"16"	"58191811"	"58231824"	"Bilateria"	"Duplicate"
"ENSG00000070778"	"-"	"14"	"88932122"	"89021077"	"Euteleostomi"	"Duplicate"
"ENSG00000070785"	"-"	"1"	"45316450"	"45452282"	"FungiMetazoa"	"Singleton"
"ENSG00000070808"	"-"	"5"	"149599054"	"149669854"	"Euteleostomi"	"Duplicate"
"ENSG00000070814"	"-"	"5"	"149737202"	"149779871"	"Euteleostomi"	"Singleton"
"ENSG00000070831"	"-"	"1"	"22379120"	"22419437"	"Bilateria"	"Duplicate"
"ENSG00000070882"	"-"	"7"	"24836158"	"25021253"	"Euteleostomi"	"Duplicate"
"ENSG00000070886"	"-"	"1"	"22890057"	"22930087"	"Euteleostomi"	"Duplicate"
"ENSG00000070915"	"-"	"16"	"56899119"	"56949762"	"Euteleostomi"	"Duplicate"
"ENSG00000070950"	"-"	"3"	"8817088"	"9005457"	"FungiMetazoa"	"Singleton"
"ENSG00000070961"	"-"	"12"	"89981828"	"90103077"	"Chordata"	"Duplicate"
"ENSG00000070985"	"-"	"11"	"2425745"	"2444275"	"Euteleostomi"	"Duplicate"
"ENSG00000071051"	"-"	"2"	"106361354"	"106510730"	"Euteleostomi"	"Duplicate"
"ENSG00000071054"	"-"	"2"	"102313312"	"102511149"	"Euteleostomi"	"Duplicate"
"ENSG00000071073"	"-"	"2"	"99235569"	"99347589"	"Euteleostomi"	"Duplicate"
"ENSG00000071082"	"-"	"2"	"101618177"	"101640494"	"FungiMetazoa"	"Singleton"
"ENSG00000071127"	"-"	"4"	"10075963"	"10118573"	"FungiMetazoa"	"Singleton"
"ENSG00000071189"	"-"	"7"	"17830385"	"17980124"	"Bilateria"	"Duplicate"
"ENSG00000071203"	"-"	"11"	"60260251"	"60274903"	"Mammalia"	"Duplicate"
"ENSG00000071205"	"-"	"4"	"148653214"	"148993931"	"Euteleostomi"	"Duplicate"
"ENSG00000071242"	"-"	"6"	"166822852"	"167319939"	"Euteleostomi"	"Duplicate"
"ENSG00000071243"	"-"	"7"	"120590803"	"120617270"	"Bilateria"	"Duplicate"
"ENSG00000071246"	"-"	"14"	"77228532"	"77249354"	"Euteleostomi"	"Duplicate"
"ENSG00000071282"	"-"	"3"	"8543393"	"8609805"	"Euteleostomi"	"Duplicate"
"ENSG00000071462"	"-"	"7"	"73097355"	"73119491"	"FungiMetazoa"	"Singleton"
"ENSG00000071537"	"-"	"14"	"81937893"	"82000205"	"Euteleostomi"	"Duplicate"
"ENSG00000071539"	"-"	"5"	"892758"	"919472"	"FungiMetazoa"	"Singleton"
"ENSG00000071553"	"-"	"X"	"153656978"	"153664862"	"Euteleostomi"	"Duplicate"
"ENSG00000071564"	"-"	"19"	"1609291"	"1652604"	"Euteleostomi"	"Duplicate"
"ENSG00000071575"	"-"	"2"	"12857015"	"12882860"	"Euteleostomi"	"Duplicate"
"ENSG00000071626"	"-"	"19"	"1407568"	"1435719"	"Bilateria"	"Duplicate"
"ENSG00000071655"	"-"	"19"	"1576639"	"1592882"	"Sarcopterygii"	"Duplicate"
"ENSG00000071677"	"-"	"2"	"238475217"	"238475818"	"Euteleostomi"	"Singleton"
"ENSG00000071794"	"-"	"3"	"148747914"	"148804341"	"FungiMetazoa"	"Singleton"
"ENSG00000071859"	"-"	"X"	"153672473"	"153679002"	"Amniota"	"Duplicate"
"ENSG00000071889"	"-"	"X"	"153733350"	"153744566"	"Euteleostomi"	"Duplicate"
"ENSG00000071894"	"-"	"8"	"145618444"	"145634753"	"FungiMetazoa"	"Singleton"
"ENSG00000071909"	"-"	"2"	"171034655"	"171511681"	"Euteleostomi"	"Duplicate"
"ENSG00000071967"	"-"	"2"	"172378757"	"172414643"	"Euteleostomi"	"Duplicate"
"ENSG00000071991"	"-"	"18"	"64168320"	"64271375"	"Euteleostomi"	"Duplicate"
"ENSG00000071994"	"-"	"6"	"170884383"	"170893780"	"Bilateria"	"Duplicate"
"ENSG00000072041"	"-"	"12"	"85253492"	"85307394"	"Euteleostomi"	"Duplicate"
"ENSG00000072042"	"-"	"14"	"68143518"	"68162531"	"Mammalia"	"Duplicate"
"ENSG00000072071"	"-"	"19"	"14260750"	"14316999"	"Chordata"	"Duplicate"
"ENSG00000072080"	"-"	"2"	"234959323"	"234985778"	"Euteleostomi"	"Singleton"
"ENSG00000072110"	"-"	"14"	"69340860"	"69446157"	"Euteleostomi"	"Duplicate"
"ENSG00000072121"	"-"	"14"	"68194091"	"68283307"	"Bilateria"	"Singleton"
"ENSG00000072133"	"-"	"X"	"83318984"	"83442933"	"Euteleostomi"	"Duplicate"
"ENSG00000072134"	"-"	"17"	"19118928"	"19240028"	"Bilateria"	"Duplicate"
"ENSG00000072135"	"-"	"2"	"131113580"	"131132982"	"Euteleostomi"	"Duplicate"
"ENSG00000072163"	"-"	"2"	"128395956"	"128439360"	"Euteleostomi"	"Duplicate"
"ENSG00000072182"	"-"	"2"	"220378892"	"220403494"	"Euteleostomi"	"Duplicate"
"ENSG00000072195"	"-"	"2"	"220299568"	"220363009"	"Bilateria"	"Duplicate"
"ENSG00000072201"	"-"	"4"	"54325468"	"54567572"	"Euteleostomi"	"Duplicate"
"ENSG00000072210"	"-"	"17"	"19551449"	"19580911"	"Mammalia"	"Duplicate"
"ENSG00000072274"	"-"	"3"	"195754054"	"195809060"	"Euteleostomi"	"Duplicate"
"ENSG00000072310"	"-"	"17"	"17713713"	"17740325"	"Euteleostomi"	"Duplicate"
"ENSG00000072315"	"-"	"X"	"111017543"	"111326004"	"Bilateria"	"Duplicate"
"ENSG00000072364"	"-"	"5"	"132211071"	"132299326"	"Euteleostomi"	"Duplicate"
"ENSG00000072401"	"-"	"10"	"60094735"	"60130513"	"Euteleostomi"	"Duplicate"
"ENSG00000072415"	"-"	"14"	"67707826"	"67802536"	"Bilateria"	"Duplicate"
"ENSG00000072422"	"-"	"10"	"62629196"	"62761198"	"Euteleostomi"	"Duplicate"
"ENSG00000072501"	"-"	"X"	"53401070"	"53449677"	"Bilateria"	"Duplicate"
"ENSG00000072506"	"-"	"X"	"53458206"	"53461320"	"Bilateria"	"Duplicate"
"ENSG00000072518"	"-"	"11"	"63606400"	"63678491"	"Euteleostomi"	"Duplicate"
"ENSG00000072571"	"-"	"5"	"162887209"	"162918947"	"Chordata"	"Singleton"
"ENSG00000072609"	"-"	"12"	"133398773"	"133532890"	"Euteleostomi"	"Singleton"
"ENSG00000072657"	"-"	"12"	"72481046"	"73059422"	"Chordata"	"Duplicate"
"ENSG00000072682"	"-"	"5"	"131527531"	"131631008"	"Euteleostomi"	"Duplicate"
"ENSG00000072694"	"-"	"1"	"161551101"	"161648444"	"Hominoidea"	"Duplicate"
"ENSG00000072736"	"-"	"16"	"68118654"	"68263162"	"Euteleostomi"	"Duplicate"
"ENSG00000072756"	"-"	"3"	"3168600"	"3192563"	"FungiMetazoa"	"Singleton"
"ENSG00000072778"	"-"	"17"	"7120444"	"7128592"	"Bilateria"	"Duplicate"
"ENSG00000072786"	"-"	"5"	"171469077"	"171615390"	"Euteleostomi"	"Duplicate"
"ENSG00000072803"	"-"	"5"	"171288553"	"171433877"	"Euteleostomi"	"Duplicate"
"ENSG00000072818"	"-"	"17"	"7239848"	"7254797"	"Euteleostomi"	"Duplicate"
"ENSG00000072832"	"-"	"4"	"5749811"	"5894785"	"Euteleostomi"	"Duplicate"
"ENSG00000072840"	"-"	"4"	"5712924"	"5830772"	"Euteleostomi"	"Singleton"
"ENSG00000072849"	"-"	"17"	"5374571"	"5390131"	"Euteleostomi"	"Duplicate"
"ENSG00000072858"	"-"	"3"	"113251143"	"113348425"	"Euteleostomi"	"Duplicate"
"ENSG00000072864"	"-"	"16"	"15737124"	"15820210"	"Euteleostomi"	"Duplicate"
"ENSG00000072952"	"-"	"11"	"10594638"	"10715535"	"Euteleostomi"	"Duplicate"
"ENSG00000072954"	"-"	"19"	"16771938"	"16800840"	"Euteleostomi"	"Duplicate"
"ENSG00000072958"	"-"	"19"	"16308389"	"16346160"	"Euteleostomi"	"Duplicate"
"ENSG00000073008"	"-"	"19"	"45147098"	"45166850"	"Theria"	"Duplicate"
"ENSG00000073009"	"-"	"X"	"153769414"	"153796782"	"Euteleostomi"	"Duplicate"
"ENSG00000073060"	"-"	"12"	"125261402"	"125367214"	"Bilateria"	"Duplicate"
"ENSG00000073067"	"-"	"7"	"1022835"	"1029276"	"Euteleostomi"	"Singleton"
"ENSG00000073111"	"-"	"3"	"127317066"	"127341276"	"Bilateria"	"Duplicate"
"ENSG00000073146"	"-"	"22"	"50528308"	"50600119"	"Chordata"	"Duplicate"
"ENSG00000073150"	"-"	"22"	"50609160"	"50618723"	"Euteleostomi"	"Duplicate"
"ENSG00000073169"	"-"	"22"	"50639408"	"50656045"	"FungiMetazoa"	"Singleton"
"ENSG00000073282"	"-"	"3"	"189349205"	"189615068"	"Euteleostomi"	"Duplicate"
"ENSG00000073331"	"-"	"4"	"113206665"	"113363776"	"Chordata"	"Duplicate"
"ENSG00000073350"	"-"	"17"	"73521161"	"73571289"	"Euteleostomi"	"Duplicate"
"ENSG00000073417"	"-"	"15"	"85523671"	"85682376"	"Euteleostomi"	"Duplicate"
"ENSG00000073464"	"-"	"X"	"10125024"	"10205700"	"Euteleostomi"	"Duplicate"
"ENSG00000073536"	"-"	"17"	"33455772"	"33469334"	"Bilateria"	"Duplicate"
"ENSG00000073578"	"-"	"5"	"218356"	"256815"	"FungiMetazoa"	"Singleton"
"ENSG00000073584"	"-"	"17"	"38781214"	"38804760"	"Bilateria"	"Singleton"
"ENSG00000073598"	"-"	"17"	"33448598"	"33457751"	"Amniota"	"Singleton"
"ENSG00000073605"	"-"	"17"	"38060848"	"38076107"	"Theria"	"Singleton"
"ENSG00000073614"	"-"	"12"	"389295"	"498620"	"Euteleostomi"	"Duplicate"
"ENSG00000073670"	"-"	"17"	"42836399"	"42859214"	"Euteleostomi"	"Duplicate"
"ENSG00000073711"	"-"	"3"	"135684515"	"135866733"	"Euteleostomi"	"Duplicate"
"ENSG00000073712"	"-"	"14"	"53323986"	"53419153"	"Euteleostomi"	"Duplicate"
"ENSG00000073734"	"-"	"2"	"169779448"	"169887832"	"Chordata"	"Duplicate"
"ENSG00000073737"	"-"	"2"	"169921299"	"169952677"	"Chordata"	"Duplicate"
"ENSG00000073754"	"-"	"1"	"157800704"	"157868046"	"Tetrapoda"	"Duplicate"
"ENSG00000073756"	"-"	"1"	"186640923"	"186649559"	"Euteleostomi"	"Duplicate"
"ENSG00000073792"	"-"	"3"	"185361527"	"185542844"	"Euteleostomi"	"Duplicate"
"ENSG00000073803"	"-"	"3"	"185000729"	"185206885"	"Euteleostomi"	"Duplicate"
"ENSG00000073849"	"-"	"3"	"186648274"	"186796341"	"Euteleostomi"	"Duplicate"
"ENSG00000073861"	"-"	"17"	"45810610"	"45823485"	"Euteleostomi"	"Duplicate"
"ENSG00000073910"	"-"	"13"	"32605437"	"32870794"	"Chordata"	"Duplicate"
"ENSG00000073921"	"-"	"11"	"85668727"	"85780924"	"Euteleostomi"	"Duplicate"
"ENSG00000073969"	"-"	"17"	"44668035"	"44834830"	"FungiMetazoa"	"Singleton"
"ENSG00000074047"	"-"	"2"	"121493199"	"121750229"	"Euteleostomi"	"Duplicate"
"ENSG00000074054"	"-"	"2"	"122095352"	"122407163"	"Euteleostomi"	"Duplicate"
"ENSG00000074071"	"-"	"16"	"1821891"	"1823156"	"Chordata"	"Singleton"
"ENSG00000074181"	"-"	"19"	"15270444"	"15311792"	"Euteleostomi"	"Duplicate"
"ENSG00000074201"	"-"	"11"	"77225981"	"77348850"	"Bilateria"	"Singleton"
"ENSG00000074211"	"-"	"4"	"6322305"	"6565327"	"Euteleostomi"	"Duplicate"
"ENSG00000074219"	"-"	"19"	"49843852"	"49865714"	"Euteleostomi"	"Duplicate"
"ENSG00000074266"	"-"	"11"	"85955586"	"85989855"	"Bilateria"	"Singleton"
"ENSG00000074276"	"-"	"5"	"175969512"	"176022975"	"Euteleostomi"	"Duplicate"
"ENSG00000074317"	"-"	"5"	"176047085"	"176057530"	"Euteleostomi"	"Duplicate"
"ENSG00000074319"	"-"	"11"	"18489883"	"18548779"	"FungiMetazoa"	"Singleton"
"ENSG00000074356"	"-"	"17"	"3714460"	"3749545"	"Chordata"	"Singleton"
"ENSG00000074370"	"-"	"17"	"3827169"	"3867736"	"Euteleostomi"	"Duplicate"
"ENSG00000074410"	"-"	"15"	"63613577"	"63674360"	"Euteleostomi"	"Duplicate"
"ENSG00000074416"	"-"	"3"	"127407909"	"127542051"	"FungiMetazoa"	"Singleton"
"ENSG00000074527"	"-"	"12"	"96051583"	"96184930"	"Chordata"	"Duplicate"
"ENSG00000074582"	"-"	"2"	"219523487"	"219528166"	"FungiMetazoa"	"Singleton"
"ENSG00000074590"	"-"	"12"	"106457118"	"106533811"	"Euteleostomi"	"Duplicate"
"ENSG00000074603"	"-"	"15"	"65734801"	"65810042"	"Euteleostomi"	"Duplicate"
"ENSG00000074621"	"-"	"15"	"65903704"	"65953333"	"Euteleostomi"	"Duplicate"
"ENSG00000074657"	"-"	"18"	"56529832"	"56653712"	"Euteleostomi"	"Duplicate"
"ENSG00000074660"	"-"	"17"	"1537152"	"1549041"	"Euteleostomi"	"Duplicate"
"ENSG00000074695"	"-"	"18"	"56995055"	"57027194"	"Euteleostomi"	"Duplicate"
"ENSG00000074696"	"-"	"15"	"65822756"	"65870687"	"Euteleostomi"	"Duplicate"
"ENSG00000074706"	"-"	"6"	"154475631"	"154677926"	"HomoSapiens"	"Duplicate"
"ENSG00000074755"	"-"	"17"	"3907739"	"4046314"	"Euteleostomi"	"Duplicate"
"ENSG00000074771"	"-"	"6"	"155716504"	"155777037"	"Euteleostomi"	"Duplicate"
"ENSG00000074800"	"-"	"1"	"8921061"	"8939308"	"Euteleostomi"	"Duplicate"
"ENSG00000074803"	"-"	"15"	"48483861"	"48596275"	"Euteleostomi"	"Duplicate"
"ENSG00000074842"	"-"	"19"	"4641386"	"4670382"	"Euteleostomi"	"Singleton"
"ENSG00000074855"	"-"	"19"	"17434032"	"17445638"	"Bilateria"	"Duplicate"
"ENSG00000074935"	"-"	"6"	"112391980"	"112408732"	"Bilateria"	"Duplicate"
"ENSG00000074964"	"-"	"1"	"17866330"	"18024369"	"Euteleostomi"	"Duplicate"
"ENSG00000074966"	"-"	"4"	"48068410"	"48136273"	"Euteleostomi"	"Duplicate"
"ENSG00000075035"	"-"	"12"	"108523248"	"108644314"	"Euteleostomi"	"Duplicate"
"ENSG00000075043"	"-"	"20"	"62037542"	"62103993"	"Euteleostomi"	"Duplicate"
"ENSG00000075073"	"-"	"10"	"71163659"	"71176623"	"Euteleostomi"	"Duplicate"
"ENSG00000075089"	"-"	"12"	"100592900"	"100635643"	"FungiMetazoa"	"Singleton"
"ENSG00000075131"	"-"	"15"	"66628544"	"66679084"	"Bilateria"	"Singleton"
"ENSG00000075142"	"-"	"7"	"87834433"	"87856308"	"Euteleostomi"	"Duplicate"
"ENSG00000075151"	"-"	"1"	"21132963"	"21503377"	"Euteleostomi"	"Duplicate"
"ENSG00000075188"	"-"	"12"	"102467967"	"102513902"	"Bilateria"	"Singleton"
"ENSG00000075213"	"-"	"7"	"83585093"	"84122040"	"Euteleostomi"	"Duplicate"
"ENSG00000075218"	"-"	"22"	"46692638"	"46726707"	"Euteleostomi"	"Singleton"
"ENSG00000075223"	"-"	"7"	"80371854"	"80551675"	"Euteleostomi"	"Duplicate"
"ENSG00000075234"	"-"	"22"	"46663858"	"46689905"	"Bilateria"	"Singleton"
"ENSG00000075239"	"-"	"11"	"107992243"	"108018503"	"Bilateria"	"Duplicate"
"ENSG00000075240"	"-"	"22"	"46971909"	"47075688"	"Bilateria"	"Singleton"
"ENSG00000075275"	"-"	"22"	"46756731"	"46933067"	"Euteleostomi"	"Duplicate"
"ENSG00000075290"	"-"	"10"	"102222798"	"102243501"	"Euteleostomi"	"Duplicate"
"ENSG00000075292"	"-"	"2"	"71503691"	"71662199"	"Euteleostomi"	"Singleton"
