	HUGO_symbol	seqnames	start	end	GeneAge	BirthType	Handsaker_WholeGeneLoss	Zarrei_WholeGeneLoss	Abyzov_WholeGeneLoss	Handsaker_ExonicLoss	Zarrei_ExonicLoss	Abyzov_ExonicLoss	Handsaker_IntronicLoss	Zarrei_IntronicLoss	Abyzov_IntronicLoss
ENSG00000107404	DVL1	1	1270656	1284730	Chordata	Duplicate	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000153233	PTPRR	12	71031853	71314623	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ENSG00000167524		17	26934982	26941218	FungiMetazoa	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000099769	IGFALS	16	1840414	1844972	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000138769	CDKL2	4	76503215	76555900	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000185721	DRG1	22	31795509	31924726	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000244588	RAD21L1	20	1206700	1277065	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000107719	PALD1	10	72238577	72328205	Euteleostomi	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000114638	UPK1B	3	118892364	118924000	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000172296	SPTLC3	20	12989627	13147411	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000189159	HN1	17	73131343	73164376	Euteleostomi	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000110148	CCKBR	11	6280966	6293357	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000036565	SLC18A1	8	20002366	20040717	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000204392	LSM2	6	31765173	31774761	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000184507	NUTM1	15	34635516	34649938	Eutheria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000082497	SERTAD4	1	210406144	210419976	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000128191	DGCR8	22	20067755	20099400	Bilateria	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000150722	PPP1R1C	2	182818968	182996125	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
ENSG00000149294	NCAM1	11	112831997	113149158	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
ENSG00000184465	WDR27	6	169857307	170102159	Euteleostomi	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
ENSG00000100603	SNW1	14	78183942	78227550	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000135424	ITGA7	12	56078352	56109827	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000141293	SKAP1	17	46210802	46507637	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ENSG00000089639	GMIP	19	19740285	19754476	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000137842	TMEM62	15	43415477	43477344	Chordata	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
ENSG00000180644	PRF1	10	72357104	72362531	Euteleostomi	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000122711	SPINK4	9	33218363	33248565	Euteleostomi	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000118322	ATP10B	5	159990127	160279221	Chordata	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000163702	IL17RC	3	9958758	9975314	Euteleostomi	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000164190	NIPBL	5	36876861	37066515	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000101298	SNPH	20	1246960	1289972	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ENSG00000176454	LPCAT4	15	34651106	34659479	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000063854	HAGH	16	1845621	1877195	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000151176	PLBD2	12	113796371	113827203	Chordata	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000122378	FAM213A	10	82167585	82192753	Chordata	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000102760	RGCC	13	42031695	42045018	Euteleostomi	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000069399	BCL3	19	45250962	45263301	Bilateria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000203995	ZYG11A	1	53308183	53360670	Amniota	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ENSG00000128694	OSGEPL1	2	190611386	190627953	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000125434	SLC25A35	17	8191081	8198661	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000136279	DBNL	7	44084239	44109055	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000101230	ISM1	20	13202418	13281298	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000138162	TACC2	10	123748689	124014060	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000171853	TRAPPC12	2	3383446	3488865	Bilateria	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ENSG00000115350	POLE4	2	75185619	75197255	Bilateria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000197362	ZNF786	7	148766735	148787874	Theria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000107262	BAG1	9	33247818	33264761	Chordata	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000138757	G3BP2	4	76567966	76649709	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000168961	LGALS9	17	25956824	25976586	Hominidae	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000151033	LYZL2	10	30900718	30918691	Hominoidea	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000092929	UNC13D	17	73823306	73840798	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000124767	GLO1	6	38643701	38670917	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000054392	HHAT	1	210501596	210849638	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
ENSG00000111581	NUP107	12	69080514	69136785	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000186314	PRELID2	5	144851362	145214932	Euteleostomi	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000198231	DDX42	17	61850963	61896677	Bilateria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000165606	DRGX	10	50572237	50603497	Bilateria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000089123	TASP1	20	13246709	13619587	Bilateria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000115159	GPD2	2	157291802	157470247	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ENSG00000145681	HAPLN1	5	82933624	83017432	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ENSG00000175193	PARL	3	183547173	183602721	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000170955	PRKCDBP	11	6340176	6341877	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000154415	PPP1R3A	7	113516832	113715975	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000198796	ALPK2	18	56148479	56296189	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000204021	LIPK	10	90484301	90512543	Theria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000158186	MRAS	3	138066539	138124375	Bilateria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000178403	NEUROG2	4	113434672	113437328	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000164219	PGGT1B	5	114546527	114598569	Bilateria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000143363	PRUNE	1	150980896	151008189	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000197614	MFAP5	12	8789942	8815484	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000124228	DDX27	20	47835884	47860614	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000102763	VWA8	13	42140973	42535256	Bilateria	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
ENSG00000069018	TRPC7	5	135548999	135732730	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000152270	PDE3B	11	14665269	14892350	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000132612	VPS4A	16	69345259	69358949	HomoSapiens	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000184012	TMPRSS2	21	42836478	42903043	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000164393	GPR111	6	47624172	47665533	Mammalia	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000225830	ERCC6	10	50663414	50747584	Bilateria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000136694	IL36A	2	113763038	113765621	Eutheria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000128915	NARG2	15	60711808	60771359	Chordata	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000142273	CBLC	19	45281126	45303891	Bilateria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000121310	ECHDC2	1	53361656	53392884	Chordata	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000185127	C6orf120	6	170102233	170106401	Chordata	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000143952	VPS54	2	64119280	64246206	Bilateria	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000160505	NLRP4	19	56347944	56393220	Eutheria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
ENSG00000167588	GPD1	12	50497602	50505102	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000172531	PPP1CA	11	67165654	67188654	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000112335	SNX3	6	108532426	108582464	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000086065	CHMP5	9	33264940	33281977	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000184708	EIF4ENIF1	22	31832963	31892094	Chordata	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000165863	C10orf82	10	118423207	118429775	Euteleostomi	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000099899	TRMT2A	22	20099389	20104915	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000168214	RBPJ	4	26165077	26436541	Bilateria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000183621	ZNF438	10	31109136	31320866	Euteleostomi	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
ENSG00000150712	MTMR12	5	32227100	32313115	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
ENSG00000130024	PHF10	6	170104001	170124151	Bilateria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000111802	TDP2	6	24650205	24667261	Bilateria	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000171469	ZNF561	19	9715356	9732075	Catarrhini	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000163376	KBTBD8	3	67048727	67061634	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000128699	ORMDL1	2	190635049	190649097	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000084734	GCKR	2	27719709	27746554	Chordata	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000182379	NXPH4	12	57610578	57620232	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000138658	C4orf21	4	113460492	113558151	Bilateria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
ENSG00000186104	CYP2R1	11	14899553	14913798	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000153294	GPR115	6	47653600	47689757	Mammalia	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000164176	EDIL3	5	83236373	83680611	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
ENSG00000172175	MALT1	18	56338618	56417371	Bilateria	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000136504	KAT7	17	47865917	47906458	Bilateria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000180185	FAHD1	16	1876968	1890208	Bilateria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
ENSG00000175868	CALCB	11	14926543	15103888	Eutheria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000020633	RUNX3	1	25226002	25291612	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000147416	ATP6V1B2	8	20054878	20084330	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000135537	LACE1	6	108616098	108847999	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
ENSG00000166311	SMPD1	11	6411655	6416228	Bilateria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000112715	VEGFA	6	43737921	43754224	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000101746	NOL4	18	31431064	31804916	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
ENSG00000139146	FAM60A	12	31433518	31479992	Bilateria	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000135926	TMBIM1	2	219138915	219157309	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000173572	NLRP13	19	56403065	56443702	Theria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000143473	KCNH1	1	210856555	211307457	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
ENSG00000164951	PDP1	8	94870035	94938294	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000007202	KIAA0100	17	26941458	26972472	Bilateria	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000120094	HOXB1	17	46605888	46608359	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000110680	CALCA	11	14988214	14993900	Eutheria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000188779	SKOR1	15	68112042	68126899	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000164221	CCDC112	5	114602885	114632528	Chordata	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000071051	NCK2	2	106361354	106510730	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
ENSG00000090520	DNAJB11	3	186285192	186315061	Bilateria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000115252	PDE1A	2	183004763	183387919	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE
ENSG00000053108	FSTL4	5	132532147	132948255	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
ENSG00000144035	NAT8	2	73867959	73869520	Euteleostomi	Duplicate	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000173917	HOXB2	17	46618256	46623441	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000162039	MEIOB	16	1883984	1934295	Bilateria	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
ENSG00000179709	NLRP8	19	56459198	56499995	Theria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
ENSG00000175463	TBC1D10C	11	67171386	67177560	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000165868	HSPA12A	10	118430703	118502085	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000189298	ZKSCAN3	6	28317691	28336947	Eutheria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000138316	ADAMTS14	10	72432559	72522197	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ENSG00000184786	TCTE3	6	170140210	170151655	Chordata	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000183421	RIPK4	21	43159529	43187266	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000148341	SH3GLB2	9	131769315	131790582	Chordata	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000135932	CAB39	2	231577560	231685790	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE
ENSG00000144034	TPRKB	2	73956231	73964527	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000086102	NFX1	9	33290509	33371155	Bilateria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000187257	RSBN1L	7	77325760	77412339	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000187244	BCAM	19	45312328	45324673	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000179294	C17orf96	17	36827961	36831187	Theria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000171487	NLRP5	19	56511092	56573179	Theria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE
ENSG00000079112	CDH17	8	95139399	95229531	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000113494	PRLR	5	35048861	35230794	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
ENSG00000105726	ATP13A1	19	19756007	19774502	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000089048	ESF1	20	13694969	13765532	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000188306	LRRIQ4	3	169539710	169555563	Chordata	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000158691	ZSCAN12	6	28346732	28367511	Theria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000172340	SUCLG2	3	67410884	67705038	Bilateria	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE
ENSG00000213588	ZBTB9	6	33422356	33425325	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000120093	HOXB3	17	46626232	46682274	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000198546	ZNF511	10	135121979	135166033	Bilateria	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000117614	SYF2	1	25549170	25558993	Bilateria	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000188487	INSC	11	15133970	15268754	Bilateria	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000171522	PTGER4	5	40679600	40693837	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000171466	ZNF562	19	9759330	9785776	Catarrhini	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000182199	SHMT2	12	57623110	57628718	Chordata	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000108292	MLLT6	17	36861795	36886056	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000114248	LRRC31	3	169556967	169587718	Euteleostomi	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000166197	NOLC1	10	103911933	103923627	FungiMetazoa	Singleton	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
ENSG00000030110	BAK1	6	33540329	33548019	Euteleostomi	Duplicate	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
